Feature,Normalized.Dispersion
ENSMUSG00000051951,-0.3140747831766897
ENSMUSG00000025900,1.3306156259453645
ENSMUSG00000025902,-0.3751435344801367
ENSMUSG00000025903,0.30385677800704125
ENSMUSG00000033813,-0.2660363873317326
ENSMUSG00000002459,-0.9339276614347342
ENSMUSG00000033793,-1.2831465019063337
ENSMUSG00000025905,-0.23034747685814552
ENSMUSG00000033774,0.6799262579214129
ENSMUSG00000025907,-2.3481583333881693
ENSMUSG00000033740,-0.13357896404188602
ENSMUSG00000051285,-1.6509737835348512
ENSMUSG00000025909,0.5851225522508413
ENSMUSG00000061024,-1.6530117863240967
ENSMUSG00000025911,-0.7430516238325816
ENSMUSG00000067879,0.09800275763993949
ENSMUSG00000025912,3.3428503869807487
ENSMUSG00000045210,-0.44732027407769387
ENSMUSG00000025915,-0.6201697108603296
ENSMUSG00000046101,0.08296951133685795
ENSMUSG00000099032,1.34475955351894
ENSMUSG00000025916,-0.09709970775096628
ENSMUSG00000025917,-0.5453550469691781
ENSMUSG00000056763,-0.6954763506084713
ENSMUSG00000067851,2.5762746819858187
ENSMUSG00000042501,1.2909138450532907
ENSMUSG00000048960,-1.7937207802316608
ENSMUSG00000057715,-1.0606723562572273
ENSMUSG00000016918,-1.6488949445078798
ENSMUSG00000025938,-1.6118140555634997
ENSMUSG00000042414,2.3829525798154094
ENSMUSG00000005886,0.3760791286147359
ENSMUSG00000025935,1.7177342707080046
ENSMUSG00000025937,-3.480310212831932
ENSMUSG00000067813,-0.28656887356149735
ENSMUSG00000025932,-2.2257278295792515
ENSMUSG00000025930,1.1658615232165779
ENSMUSG00000032769,1.3521632959582435
ENSMUSG00000092083,0.15077102214988872
ENSMUSG00000025925,-1.3494259479011268
ENSMUSG00000032719,-2.4292540457061773
ENSMUSG00000067795,-1.0210360701377523
ENSMUSG00000025921,0.3486586154609344
ENSMUSG00000025920,1.6826909574086666
ENSMUSG00000025939,-2.474401407767422
ENSMUSG00000025940,6.587744089311837
ENSMUSG00000025779,1.5646563268695624
ENSMUSG00000042686,-1.0188731780111475
ENSMUSG00000025777,0.04960589721930828
ENSMUSG00000067780,1.8401858140675875
ENSMUSG00000025776,-0.9284070490813497
ENSMUSG00000025774,1.3045510525267194
ENSMUSG00000073735,0.8344938006504201
ENSMUSG00000067773,3.1712049766685864
ENSMUSG00000042596,-1.9737489095423273
ENSMUSG00000025927,-1.9693183942061199
ENSMUSG00000043760,0.8245755335484706
ENSMUSG00000025929,0.6017190503936131
ENSMUSG00000041872,2.2548708693248853
ENSMUSG00000041859,-0.4241260615634206
ENSMUSG00000025931,-2.433629405390375
ENSMUSG00000041809,-0.32453140684906223
ENSMUSG00000041779,-0.34093702698803047
ENSMUSG00000025933,-0.6536037784266109
ENSMUSG00000025934,-2.2439743926044744
ENSMUSG00000041722,2.6027482018515733
ENSMUSG00000085079,-0.7881230048973157
ENSMUSG00000028033,-3.725463756736427
ENSMUSG00000041670,3.440324673152878
ENSMUSG00000026158,-0.5700467693032605
ENSMUSG00000026156,0.9827490779030141
ENSMUSG00000026155,-1.8082378766314886
ENSMUSG00000026154,0.5229031925022155
ENSMUSG00000026153,0.18118886930758668
ENSMUSG00000026147,0.1023839736154323
ENSMUSG00000026141,-1.8675611745154979
ENSMUSG00000073725,0.5775185512616605
ENSMUSG00000033569,0.9235456850662722
ENSMUSG00000073722,-0.5091532635986868
ENSMUSG00000048411,-0.8674627981381686
ENSMUSG00000048874,-0.5441327219935912
ENSMUSG00000026064,0.2200676895181576
ENSMUSG00000117310,2.116945828388203
ENSMUSG00000086727,-0.5469724060542724
ENSMUSG00000050217,0.22186995720392547
ENSMUSG00000026063,-0.7830087452460259
ENSMUSG00000026058,-0.4037779780097737
ENSMUSG00000091318,NaN
ENSMUSG00000026134,0.455383797700576
ENSMUSG00000004768,-1.61619699151515
ENSMUSG00000042215,-2.1342146046430965
ENSMUSG00000042197,-0.9057416640883765
ENSMUSG00000042182,0.4002840900279076
ENSMUSG00000026131,2.2720221652568373
ENSMUSG00000042111,-2.4053768208673234
ENSMUSG00000026127,-0.08015953909796578
ENSMUSG00000026126,-0.9016356282584684
ENSMUSG00000026125,-0.11759601721297198
ENSMUSG00000026124,0.7094083692929637
ENSMUSG00000037529,-1.0730497332858477
ENSMUSG00000045174,0.836180307575833
ENSMUSG00000037509,0.13465289125785698
ENSMUSG00000118272,-0.2969461716975322
ENSMUSG00000037503,22.78270065330137
ENSMUSG00000026123,-0.28724404457169345
ENSMUSG00000045216,-1.4322964995369694
ENSMUSG00000037470,-1.291797840421059
ENSMUSG00000047180,0.8011888096300182
ENSMUSG00000037447,-1.6765006937655618
ENSMUSG00000010453,5.254779544992221
ENSMUSG00000037432,-0.23681924410415817
ENSMUSG00000001143,-0.20271456434129217
ENSMUSG00000037408,-1.6584121993990353
ENSMUSG00000001138,41.812505255484645
ENSMUSG00000067653,2.6374077934159943
ENSMUSG00000079610,-1.2768629593637457
ENSMUSG00000026121,1.5762302632611809
ENSMUSG00000046337,-1.6770589395432574
ENSMUSG00000061518,-1.6965042747866967
ENSMUSG00000037351,-0.9527043702273212
ENSMUSG00000102416,1.6454096987320528
ENSMUSG00000026117,-0.520241589190221
ENSMUSG00000026116,0.9619195443476858
ENSMUSG00000050122,3.004571613698536
ENSMUSG00000026114,1.1729141053345042
ENSMUSG00000026113,-0.12514845869906263
ENSMUSG00000026112,1.1442549182790125
ENSMUSG00000026111,-0.8885729430224563
ENSMUSG00000026110,-1.2573901962049558
ENSMUSG00000026090,0.21390299360845955
ENSMUSG00000060771,-0.7063326030405783
ENSMUSG00000037216,-0.12140083787465823
ENSMUSG00000026088,-0.6878294943302984
ENSMUSG00000061584,0.12262478684684808
ENSMUSG00000026085,-0.1181290948885427
ENSMUSG00000026082,-1.0800946910896148
ENSMUSG00000037138,0.7914738863737297
ENSMUSG00000048814,-0.9484177908173633
ENSMUSG00000026080,-1.8757987630852226
ENSMUSG00000026078,-0.9098234379907373
ENSMUSG00000026077,-0.44985443577453055
ENSMUSG00000003134,2.138041251035302
