Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSMUSG00000041722,Khdc1c,0.005504954152906824,-3.50723391482276,0.05513323564653125,0.056389453762410086,3.50723391482276,0.05513323564653125
ENSMUSG00000085079,Khdc1b,0.011009908305813648,-2.844268902100332,0.03640697941917286,0.07048681720301261,2.844268902100332,0.03640697941917286
ENSMUSG00000028033,Kcnq5,0.02813643233707932,1.0473549368548767,0.678982695146434,0,-1.0473549368548767,0.678982695146434
ENSMUSG00000041670,Rims1,0.012233231450904053,-4.114916492043999,0.00010635299178315007,0.21146045160903784,4.114916492043999,0.00010635299178315007
ENSMUSG00000026158,Ogfrl1,0.25567453732389467,-0.6544084762509812,0.3095364598736653,0.3947261763368706,0.6544084762509812,0.3095364598736653
ENSMUSG00000026156,B3gat2,0.006116615725452026,-3.6327647969066197,0.017582104676374874,0.07048681720301261,3.6327647969066197,0.017582104676374874
ENSMUSG00000026155,Smap1,0.2758593692178864,0.143020046150115,1,0.23965517849024287,-0.143020046150115,1
ENSMUSG00000026154,Sdhaf4,0.11376905249340769,-0.41977107357242094,0.7008784649646937,0.14097363440602523,0.41977107357242094,0.7008784649646937
ENSMUSG00000026153,Fam135a,0.04281631007816418,-2.0579265134591704,0.021815044781108933,0.16916836128723026,2.0579265134591704,0.021815044781108933
ENSMUSG00000026147,Col9a1,0.003058307862726013,-5.244199508988967,0.000040691482146922566,0.1268762709654227,5.244199508988967,0.000040691482146922566
ENSMUSG00000026141,Col19a1,0.003058307862726013,-1.9222714141016048,1,0,1.9222714141016048,1
ENSMUSG00000073725,Lmbrd1,0.9548037147430612,-0.40584981687947747,0.4571144479509559,1.2687627096542269,0.40584981687947747,0.4571144479509559
ENSMUSG00000033569,Adgrb3,0.0024466462901808106,-5.355230821377711,0.00009949092109477935,0.11277890752482017,5.355230821377711,0.00009949092109477935
ENSMUSG00000073722,4931408C20Rik,0.0036699694352712157,-4.284841493486312,0.0043990151583189994,0.07048681720301261,4.284841493486312,0.0043990151583189994
ENSMUSG00000048411,Gm597,0.005504954152906824,-3.50723391482276,0.02358330002324029,0.056389453762410086,3.50723391482276,0.02358330002324029
ENSMUSG00000048874,Phf3,0.2079649346653689,-0.09360598579858781,0.9299667284891086,0.21146045160903784,0.09360598579858781,0.9299667284891086
ENSMUSG00000026064,Ptp4a1,0.8416463238221988,-0.38370181886489924,0.48812780458059035,1.0995943483669968,0.38370181886489924,0.48812780458059035
ENSMUSG00000117310,Ptp4a1,0.14924542370102944,-0.9629133985989504,0.18733819868701687,0.28194726881205046,0.9629133985989504,0.18733819868701687
ENSMUSG00000086727,4931428L18Rik,0.005504954152906824,-3.7702683206565544,0.00954250718105041,0.07048681720301261,3.7702683206565544,0.00954250718105041
ENSMUSG00000050217,Lgsn,0.004893292580361621,-4.507233914822761,0.000484563638768089,0.11277890752482017,4.507233914822761,0.000484563638768089
ENSMUSG00000026063,Pih1d3,0.003058307862726013,-4.729626336159209,0.0007000824168727762,0.08458418064361513,4.729626336159209,0.0007000824168727762
ENSMUSG00000026058,Khdrbs2,0.003058307862726013,-3.507233914822761,0.12439520384494662,0.028194726881205043,3.507233914822761,0.12439520384494662
ENSMUSG00000091318,Gm5415,0.0012233231450904053,-2.922271414101605,1,0,2.922271414101605,1
ENSMUSG00000026134,Prim2,0.12477896079922134,-0.5281935334584063,0.5858747398673638,0.16916836128723026,0.5281935334584063,0.5858747398673638
ENSMUSG00000004768,Rab23,0.03486470963507655,-0.9711810145825508,0.5774182896638387,0.056389453762410086,0.9711810145825508,0.5774182896638387
ENSMUSG00000042215,Bag2,0.06544778826233667,1.2476535873407077,0.4046033613161335,0.014097363440602521,-1.2476535873407077,0.4046033613161335
ENSMUSG00000042197,Zfp451,0.13334222281485417,0.6825906440572567,0.662444838429974,0.07048681720301261,-0.6825906440572567,0.662444838429974
ENSMUSG00000042182,Bend6,0.006728277297997229,-4.244199508988967,0.0004514235614758223,0.1268762709654227,4.244199508988967,0.0004514235614758223
ENSMUSG00000026131,Dst,1.5444454706766366,1.3359733903274946,0.14447661916560128,0.6061866279459085,-1.3359733903274946,0.14447661916560128
ENSMUSG00000042111,Ccdc115,0.2299847512769962,1.051186798445904,0.36949196099351267,0.09868154408421766,-1.051186798445904,0.36949196099351267
ENSMUSG00000026127,Imp4,0.3988033452994721,-0.5138467378944134,0.39991479091566257,0.5638945376241009,0.5138467378944134,0.39991479091566257
ENSMUSG00000026126,Ptpn18,0.7437804722149663,1.1569170371698116,0.23008892334612682,0.324239359133858,-1.1569170371698116,0.23008892334612682
ENSMUSG00000026125,Prss39,0.0018349847176356078,-3.507233914822761,0.3224103138161621,0.014097363440602521,3.507233914822761,0.3224103138161621
ENSMUSG00000026124,Cfc1,0.005504954152906824,-3.7702683206565544,0.014778594105482525,0.07048681720301261,3.7702683206565544,0.014778594105482525
ENSMUSG00000037529,Prss40,0.004893292580361621,-2.3373089133804488,0.5161868462752273,0.014097363440602521,2.3373089133804488,0.5161868462752273
ENSMUSG00000045174,Amer3,0.0018349847176356078,-4.092196415543917,0.09089483594078215,0.028194726881205043,4.092196415543917,0.09089483594078215
ENSMUSG00000037509,Arhgef4,0.0721760655603339,0.3875838484851828,0.9657732452647608,0.042292090321807564,-0.3875838484851828,0.9657732452647608
ENSMUSG00000118272,Arhgef4,0.012233231450904053,-3.114916492044,0.010148439731768974,0.09868154408421766,3.114916492044,0.010148439731768974
ENSMUSG00000037503,Fam168b,0.6740510529448133,0.31458094190637353,1,0.5356998107428959,-0.31458094190637353,1
ENSMUSG00000026123,Plekhb2,0.1376238538226706,-0.14648657104486995,0.8791353585484,0.14097363440602523,0.14648657104486995,0.8791353585484
ENSMUSG00000045216,Hs6st1,0.24344130587299065,0.5480485206784289,0.7370542713132451,0.15507099784662776,-0.5480485206784289,0.7370542713132451
ENSMUSG00000037470,Uggt1,0.43672636279727467,0.16721059478538725,1,0.3806288128962681,-0.16721059478538725,1
ENSMUSG00000047180,Neurl3,0.5315339065417811,-0.26592428014368286,0.6456230267483738,0.6343813548271134,0.26592428014368286,0.6456230267483738
ENSMUSG00000037447,Arid5a,0.23120807442208657,0.8888951219060193,0.4938029072537886,0.11277890752482017,-0.8888951219060193,0.4938029072537886
ENSMUSG00000010453,Kansl3,0.23610136700244821,-0.7183990807359542,0.3153483651054756,0.3806288128962681,0.7183990807359542,0.3153483651054756
ENSMUSG00000037432,Fer1l5,0.004281631007816419,-3.8291620097101227,0.021515822188543556,0.056389453762410086,3.8291620097101227,0.021515822188543556
ENSMUSG00000001143,Lman2l,0.17738185603810877,-0.644286666801839,0.3900052642424416,0.2678499053714479,0.644286666801839,0.3900052642424416
ENSMUSG00000037408,Cnnm4,0.0678944345525175,-0.2848414934863128,0.861681169723603,0.07048681720301261,0.2848414934863128,0.861681169723603
ENSMUSG00000001138,Cnnm3,0.1627019782970239,-0.353428578743725,0.5978538580017502,0.1973630881684353,0.353428578743725,0.5978538580017502
ENSMUSG00000067653,Ankrd23,0.190226749061558,0.7781683040394878,0.6325980979504212,0.09868154408421766,-0.7781683040394878,0.6325980979504212
ENSMUSG00000079610,Ankrd39,0.12233231450904052,0.8218896814688059,0.5613735597440751,0.056389453762410086,-0.8218896814688059,0.5613735597440751
ENSMUSG00000026121,Sema4c,0.06483612668979148,-1.4662066465627053,0.08529472814879535,0.16916836128723026,1.4662066465627053,0.08529472814879535
ENSMUSG00000046337,Fam178b,0.018349847176356078,-1.138000105157042,0.5867582053602861,0.028194726881205043,1.138000105157042,0.5867582053602861
ENSMUSG00000061518,Cox5b,2.4142282268359145,0.7392326414925452,0.49081948737557174,1.4520284343820598,-0.7392326414925452,0.49081948737557174
ENSMUSG00000037351,Actr1b,0.24099465958280983,0.2115843326331861,1,0.1973630881684353,-0.2115843326331861,1
ENSMUSG00000102416,4933424G06Rik,0.006116615725452026,-3.8551572182430673,0.011627919532038167,0.08458418064361513,3.8551572182430673,0.011627919532038167
ENSMUSG00000026117,Zap70,0.012844893023449254,-2.6327647969066197,0.0650620410679921,0.07048681720301261,2.6327647969066197,0.0650620410679921
ENSMUSG00000026116,Tmem131,0.5168540288006962,0.26308362791031414,0.957757662558831,0.4229209032180757,-0.26308362791031414,0.957757662558831
ENSMUSG00000050122,Vwa3b,0.014679877741084863,-4.033302726490349,0.00000877473124098276,0.23965517849024287,4.033302726490349,0.00000877473124098276
ENSMUSG00000026114,Cnga3,0.0036699694352712157,-3.2848414934863124,0.17315395263988795,0.028194726881205043,3.2848414934863124,0.17315395263988795
ENSMUSG00000026113,Inpp4a,0.22814976655936056,-0.130264456377436,0.8551987257516815,0.23965517849024287,0.130264456377436,0.8551987257516815
ENSMUSG00000026112,Coa5,0.3015491552647849,-0.0824286392950957,0.8690522976744258,0.3101419956932555,0.0824286392950957,0.8690522976744258
ENSMUSG00000026111,Unc50,0.3841234675583872,0.5417547786129431,0.7300542409527639,0.2537525419308454,-0.5417547786129431,0.7300542409527639
ENSMUSG00000026110,Mgat4a,0.15780868571666226,0.050142754226496056,1,0.14097363440602523,-0.050142754226496056,1
ENSMUSG00000026090,2010300C02Rik,0.03914634064289297,-1.2922210238519103,0.25687964974326155,0.08458418064361513,1.2922210238519103,0.25687964974326155
ENSMUSG00000060771,Tsga10,0.06544778826233667,-1.074274507546654,0.24892716288745775,0.1268762709654227,1.074274507546654,0.24892716288745775
ENSMUSG00000037216,Lipt1,0.012844893023449254,-1.6327647969066197,0.44867742616870304,0.028194726881205043,1.6327647969066197,0.44867742616870304
ENSMUSG00000026088,Mitd1,0.10765243676795566,-0.846983286797367,0.32235334598889304,0.18326572472783279,0.846983286797367,0.32235334598889304
ENSMUSG00000061584,Lyg2,0.004893292580361621,-3.922271414101605,0.01098813661007009,0.07048681720301261,3.922271414101605,0.01098813661007009
ENSMUSG00000026085,Lyg1,0.007951600443087634,-4.021807087652518,0.00048243631353205474,0.1268762709654227,4.021807087652518,0.00048243631353205474
ENSMUSG00000026082,Rev1,0.11805068350122411,-0.36675269127293,0.7103376031812483,0.14097363440602523,0.36675269127293,0.7103376031812483
ENSMUSG00000037138,Aff3,0.07156440398778871,-0.6245908654609189,0.5761528630462971,0.09868154408421766,0.6245908654609189,0.5761528630462971
ENSMUSG00000048814,Lonrf2,0.006728277297997229,-2.507233914822761,0.2591684368244773,0.028194726881205043,2.507233914822761,0.2591684368244773
ENSMUSG00000026080,Chst10,0.01406821616853966,-1.9222714141016048,0.24951289779792218,0.042292090321807564,1.9222714141016048,0.24951289779792218
ENSMUSG00000026078,Pdcl3,0.12600228394431173,0.18625304267656473,0.9937179206297286,0.09868154408421766,-0.18625304267656473,0.9937179206297286
ENSMUSG00000026077,Npas2,0.015903200886175268,-2.5597013347168955,0.041181372179671064,0.08458418064361513,2.5597013347168955,0.041181372179671064
ENSMUSG00000003134,Tbc1d8,0.14924542370102944,-0.8925240707075524,0.2225295963157464,0.2678499053714479,0.8925240707075524,0.2225295963157464
ENSMUSG00000003135,Cnot11,0.19756668793210044,0.5106879931745021,0.7759828694407366,0.1268762709654227,-0.5106879931745021,0.7759828694407366
ENSMUSG00000048234,Rnf149,1.9946283880699056,-0.5567920368180611,0.285019926350404,2.9604463225265296,0.5567920368180611,0.285019926350404
ENSMUSG00000050967,Creg2,0.01651486245872047,-2.50723391482276,0.11273721194533211,0.08458418064361513,2.50723391482276,0.11273721194533211
ENSMUSG00000057173,Rfx8,0.006728277297997229,-2.922271414101605,0.12743705431355573,0.042292090321807564,2.922271414101605,0.12743705431355573
ENSMUSG00000091937,Gm3646,0.006728277297997229,-5.009734255351944,0.0000006893087447215074,0.22555781504964034,5.009734255351944,0.0000006893087447215074
ENSMUSG00000026074,Map4k4,0.8251314613634784,0.27679993300022454,0.9539980577742421,0.676673445148921,-0.27679993300022454,0.9539980577742421
ENSMUSG00000026073,Il1r2,0.5364271991221427,-0.3141192860085583,0.5936814699205367,0.6625760817083185,0.3141192860085583,0.5936814699205367
ENSMUSG00000026072,Il1r1,0.34681211163312986,0.05755070396076545,1,0.324239359133858,-0.05755070396076545,1
ENSMUSG00000070942,Il1rl2,0.1682069324499307,-0.20606438010219552,0.804370059112982,0.18326572472783279,0.20606438010219552,0.804370059112982
ENSMUSG00000026069,Il1rl1,0.03608803278016695,-2.5072339148227605,0.0028049215617002433,0.1973630881684353,2.5072339148227605,0.0028049215617002433
ENSMUSG00000026070,Il18r1,0.013456554595994458,-3.4431035774030447,0.001409872360214444,0.14097363440602523,3.4431035774030447,0.001409872360214444
ENSMUSG00000026068,Il18rap,0.08073932757596675,-1.621876480763883,0.024085535441608904,0.23965517849024287,1.621876480763883,0.024085535441608904
ENSMUSG00000026062,Slc9a2,0.01406821616853966,-0.9222714141016048,0.8104493291258135,0.014097363440602521,0.9222714141016048,0.8104493291258135
ENSMUSG00000041945,Mfsd9,0.036699694352712156,-0.898424672147236,0.5873806726944054,0.056389453762410086,0.898424672147236,0.5873806726944388
ENSMUSG00000079588,Tmem182,0.16881859402247593,0.7991533291688238,0.5682208724549014,0.08458418064361513,-0.7991533291688238,0.5682208724549014
ENSMUSG00000045515,Pou3f3,0.006728277297997229,-0.9222714141016048,1,0,0.9222714141016048,1
ENSMUSG00000041907,Gpr45,0.0012233231450904053,-3.922271414101605,0.2511904251953863,0.014097363440602521,3.922271414101605,0.2511904251953863
ENSMUSG00000070939,Tgfbrap1,0.17799351761065396,-0.4873343573850557,0.5394189972169215,0.23965517849024287,0.4873343573850557,0.5394189972169215
ENSMUSG00000010290,AI597479,0.0917492358817804,1.146208323781162,0.44562360366460085,0.028194726881205043,-1.146208323781162,0.44562360366460085
ENSMUSG00000008136,Fhl2,0.02568978604689851,-1.665931660841819,0.24067531966933198,0.07048681720301261,1.665931660841819,0.24067531966933198
ENSMUSG00000066877,Nck2,0.05382621838397783,0.38353701542248064,0.9430383368779522,0.028194726881205043,-0.38353701542248064,0.9430383368779522
ENSMUSG00000026051,Ecrg4,0.007951600443087634,-3.699878992765156,0.005158047569471859,0.09868154408421766,3.699878992765156,0.005158047569471859
ENSMUSG00000057363,Uxs1,0.17554687132047314,1.0777285858983956,0.4112798941959089,0.07048681720301261,-1.0777285858983956,0.4112798941959089
ENSMUSG00000041763,Tpp2,0.26117949147680153,-1.1920316831237112,0.038645952905742104,0.592089264505306,1.1920316831237112,0.038645952905742104
ENSMUSG00000047343,Mettl21c,0.005504954152906824,-2.1853058199353983,0.5410478941310601,0.014097363440602521,2.1853058199353983,0.5410478941310601
ENSMUSG00000091844,Gm8251,0.005504954152906824,-5.4332333333789835,0.000000047939728172867954,0.2537525419308454,5.4332333333789835,0.000000047939728172867954
ENSMUSG00000026049,Tex30,0.06238948039961067,-1.1426614825269041,0.23856498326351955,0.1268762709654227,1.1426614825269041,0.23856498326351955
ENSMUSG00000026047,Poglut2,0.04465129479579979,-1.4677055506361225,0.12976609174481232,0.11277890752482017,1.4677055506361225,0.12976609174481232
ENSMUSG00000041684,Bivm,0.041592986933073776,-2.30560005365311,0.007302345385670174,0.1973630881684353,2.30560005365311,0.007302345385670174
ENSMUSG00000026048,Ercc5,0.014679877741084863,-2.4483402257691926,0.06435875011682651,0.07048681720301261,2.4483402257691926,0.06435875011682651
ENSMUSG00000046828,Mettl21e,0.009174923588178039,-3.6771589162650726,0.00371505147638731,0.11277890752482017,3.6771589162650726,0.00371505147638731
ENSMUSG00000056870,Gulp1,0.017126524031265675,-3.819177921137501,0.000009766798508823395,0.23965517849024287,3.819177921137501,0.000009766798508823395
ENSMUSG00000026043,Col3a1,20.614829979490963,1.464620007754081,0.08518650438754362,7.556186804162952,-1.464620007754081,0.08518650438754362
ENSMUSG00000026042,Col5a2,1.126068955055718,1.0918959178249896,0.24774197360247327,0.5216024473022933,-1.0918959178249896,0.24774197360247327
ENSMUSG00000025995,Wdr75,0.017126524031265675,0.35074708030481094,0.8292355256133844,0,-0.35074708030481094,0.8292355256133844
ENSMUSG00000025993,Slc40a1,0.13456554595994458,-0.6262219510398475,0.43200483576249527,0.1973630881684353,0.6262219510398475,0.43200483576249527
ENSMUSG00000101337,Dnah7c,0.0036699694352712157,-2.6998789927651563,0.44867742616870304,0.014097363440602521,2.6998789927651563,0.44867742616870304
ENSMUSG00000025986,Slc39a10,0.03486470963507655,-0.6492529196951891,0.7496962499897221,0.042292090321807564,0.6492529196951891,0.7496962499897221
ENSMUSG00000026109,Tmeff2,0.2073532730928237,2.902157021314941,0.015537558918823337,0.014097363440602521,-2.902157021314941,0.015537558918823337
ENSMUSG00000045954,Cavin2,0.12967225337958296,0.6425132046819213,0.7576152543818264,0.07048681720301261,-0.6425132046819213,0.7576152543818264
ENSMUSG00000026107,Nabp1,0.2318197359946318,-0.3296957292705731,0.6824052557041549,0.28194726881205046,0.3296957292705731,0.6824052557041549
ENSMUSG00000018417,Myo1b,0.059942834109429854,-0.1998053896305132,0.9526709352537389,0.056389453762410086,0.1998053896305132,0.9526709352537389
ENSMUSG00000062939,Stat4,0.01162156987835885,-3.7702683206565544,0.0004126324498076472,0.15507099784662776,3.7702683206565544,0.0004126324498076472
ENSMUSG00000026104,Stat1,0.41898817719346376,0.6669033379064664,0.614218706986709,0.2537525419308454,-0.6669033379064664,0.614218706986709
ENSMUSG00000026103,Gls,1.0557278742130196,0.017999762210282946,0.9354789175207978,1.0432048946045867,-0.017999762210282946,0.9354789175207978
ENSMUSG00000043015,Nemp2,0.03975800221543817,-2.2701947175219113,0.00967341806087209,0.18326572472783279,2.2701947175219113,0.00967341806087209
ENSMUSG00000041439,Mfsd6,0.12477896079922134,0.36489126262508176,0.8635289136933634,0.08458418064361513,-0.36489126262508176,0.8635289136933634
ENSMUSG00000026102,Inpp1,0.11621569878358849,-0.09973008822932394,0.9898955064279409,0.11277890752482017,0.09973008822932394,0.9898955064279409
ENSMUSG00000041426,Hibch,0.048321264231071005,-0.50723391482276,0.8081044093816367,0.056389453762410086,0.50723391482276,0.8081044093816367
ENSMUSG00000043629,1700019D03Rik,0.022019816611627295,-2.4677055506361225,0.01784562478102098,0.11277890752482017,2.4677055506361225,0.01784562478102098
ENSMUSG00000026100,Mstn,0.036699694352712156,-2.035928195897171,0.0551413213558189,0.14097363440602523,2.035928195897171,0.0551413213558189
