"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"9530053A07Rik",3.49941889195932e-06,3.90935463556,0.031,0.002,0.0602180002928359
"Gm9758",0.000187666861612411,3.58742654067264,0.023,0.002,1
"Pde7b",0.000187666861612411,3.58742654067264,0.023,0.002,1
"Kif2b",3.04003408898064e-05,3.49431713628116,0.031,0.003,0.523129066031789
"Timm8a2",3.04003408898064e-05,3.49431713628116,0.031,0.003,0.523129066031789
"Has1",2.54376203926598e-15,3.32993031838027,0.154,0.021,4.3773057171689e-11
"Olfr895",0.000153999999189669,3.17238904139379,0.031,0.003,1
"Crygc",0.00105768474926798,3.17238904139379,0.023,0.003,1
"Tph2",0.00105768474926798,3.17238904139379,0.023,0.003,1
"4930452B06Rik",0.00105768474926798,3.17238904139379,0.023,0.003,1
"Vmn2r99",2.90180614755723e-07,3.02038594794874,0.062,0.008,0.00499342801871648
"Adam29",1.2459778260594e-05,2.9797439634514,0.046,0.006,0.214407864308302
"1700003H04Rik",8.20362983577332e-05,2.94999662005735,0.038,0.005,1
"Olfr804",8.20362983577332e-05,2.94999662005735,0.038,0.005,1
"Cyp2d26",8.20362983577332e-05,2.94999662005735,0.038,0.005,1
"Prkar1b",0.000543992813495061,2.90935463556,0.031,0.004,1
"Olfr684",0.000543992813495061,2.90935463556,0.031,0.004,1
"Mettl4",0.000543992813495061,2.90935463556,0.031,0.004,1
"Olfr629",5.8826386543144e-06,2.85046094650643,0.054,0.008,0.101228445963442
"Slc38a11",0.00365155352369844,2.85046094650643,0.023,0.003,1
"Sstr4",0.00365155352369844,2.85046094650643,0.023,0.003,1
"Hao2",0.00365155352369844,2.85046094650643,0.023,0.003,1
"Olfr156",0.00365155352369844,2.85046094650643,0.023,0.003,1
"Vmn1r87",0.00365155352369844,2.85046094650643,0.023,0.003,1
"Serpina1e",0.00365155352369844,2.85046094650643,0.023,0.003,1
"Fbxo15",0.00365155352369844,2.85046094650643,0.023,0.003,1
"Dzank1",0.025023556844258,2.75735154211495,0.015,0.003,1
"Ankub1",0.025023556844258,2.75735154211495,0.015,0.003,1
"Sprr2k",0.025023556844258,2.75735154211495,0.015,0.003,1
"Col24a1",0.025023556844258,2.75735154211495,0.015,0.003,1
"Cpa5",0.025023556844258,2.75735154211495,0.015,0.003,1
"Vmn1r36",0.025023556844258,2.75735154211495,0.015,0.003,1
"Vmn2r49",0.025023556844258,2.75735154211495,0.015,0.003,1
"Tmem145",0.025023556844258,2.75735154211495,0.015,0.003,1
"Syce1l",0.025023556844258,2.75735154211495,0.015,0.003,1
"Slc35d3",0.025023556844258,2.75735154211495,0.015,0.003,1
"Olfr1357",0.025023556844258,2.75735154211495,0.015,0.003,1
"Olfr20",0.025023556844258,2.75735154211495,0.015,0.003,1
"F12",0.025023556844258,2.75735154211495,0.015,0.003,1
"Cts3",0.025023556844258,2.75735154211495,0.015,0.003,1
"Psmb11",0.025023556844258,2.75735154211495,0.015,0.003,1
"Glycam1",0.025023556844258,2.75735154211495,0.015,0.003,1
"Rasef",2.57506432907496e-06,2.75735154211495,0.062,0.009,0.044311706974722
"AC141477.1",2.57506432907496e-06,2.75735154211495,0.062,0.009,0.044311706974722
"Ceacam14",0.00149205926082179,2.68696221422355,0.031,0.005,1
"Xkr5",0.00149205926082179,2.68696221422355,0.031,0.005,1
"Cyp2c29",0.00149205926082179,2.68696221422355,0.031,0.005,1
"Olfr1184",9.70318476264637e-05,2.65781586856404,0.046,0.008,1
"Olfr710",0.000240722960129536,2.58742654067264,0.038,0.006,1
"Frmd3",0.000581777697985992,2.58742654067264,0.038,0.007,1
"4930568D16Rik",0.0092672684787908,2.58742654067264,0.023,0.004,1
"Olfr1018",0.0092672684787908,2.58742654067264,0.023,0.004,1
"Wfdc11",0.0092672684787908,2.58742654067264,0.023,0.004,1
"Csmd1",0.0092672684787908,2.58742654067264,0.023,0.004,1
"Mycbpap",0.0092672684787908,2.58742654067264,0.023,0.004,1
"Amn",0.0092672684787908,2.58742654067264,0.023,0.004,1
"Prl3b1",0.0092672684787908,2.58742654067264,0.023,0.004,1
"Vmn1r219",0.000222643433194455,2.5203123448141,0.046,0.009,1
"Tcp10a",0.0015087545982617,2.49431713628116,0.031,0.005,1
"Olfr1155",0.00340304266100074,2.49431713628116,0.031,0.006,1
"Tnfrsf8",0.00340304266100074,2.49431713628116,0.031,0.006,1
"Ipcef1",0.00340304266100074,2.49431713628116,0.031,0.006,1
"Kcnip1",0.00340304266100074,2.49431713628116,0.031,0.006,1
