Feature,Normalized.Dispersion
ENSMUSG00000051951,4.063858112172046
ENSMUSG00000025900,1.6171683550200473
ENSMUSG00000025902,-1.0638683304125731
ENSMUSG00000025903,0.12456609947433715
ENSMUSG00000033813,1.1372794991542479
ENSMUSG00000002459,1.212034886628837
ENSMUSG00000033793,-1.400520535219958
ENSMUSG00000025905,1.3684480234016714
ENSMUSG00000033774,-2.0351740361227804
ENSMUSG00000025907,-1.6663958451681475
ENSMUSG00000033740,0.9443108692688481
ENSMUSG00000051285,1.0881223568898473
ENSMUSG00000025909,-0.3352529778254382
ENSMUSG00000061024,-1.6774409337536844
ENSMUSG00000025911,-2.349353860445163
ENSMUSG00000067879,0.0634212903924695
ENSMUSG00000025912,2.861475430170691
ENSMUSG00000045210,6.444488011398086
ENSMUSG00000025915,2.7720634639111146
ENSMUSG00000046101,1.6718081453209606
ENSMUSG00000099032,0.636538176743843
ENSMUSG00000025916,1.4146553268052209
ENSMUSG00000025917,-1.5036326897800505
ENSMUSG00000056763,2.0572588070373743
ENSMUSG00000067851,0.7369785184048354
ENSMUSG00000042501,1.2121714562841444
ENSMUSG00000048960,-1.3966391227179744
ENSMUSG00000057715,1.146317533775638
ENSMUSG00000016918,0.009859350819300134
ENSMUSG00000025938,-0.1929482369708461
ENSMUSG00000042414,-0.20045647401236452
ENSMUSG00000005886,-0.007608334440985435
ENSMUSG00000025935,-0.5936702398319105
ENSMUSG00000025937,-3.6890051657479583
ENSMUSG00000067813,-1.1843770963055293
ENSMUSG00000025932,-0.4323623003066141
ENSMUSG00000025930,-0.6209257107648035
ENSMUSG00000032769,2.5372919437255095
ENSMUSG00000092083,-0.5465576177073578
ENSMUSG00000025925,0.5292898595402648
ENSMUSG00000032719,-1.7023772737373302
ENSMUSG00000067795,3.3400309063751368
ENSMUSG00000025921,1.3563326891159866
ENSMUSG00000025920,1.0791215765572881
ENSMUSG00000025939,-1.7399403063521452
ENSMUSG00000025940,-0.2763517147962675
ENSMUSG00000025779,6.4183428656722565
ENSMUSG00000042686,-1
ENSMUSG00000025777,1.5453957415200201
ENSMUSG00000067780,-1.0133078883630187
ENSMUSG00000025776,-1.6513301647651297
ENSMUSG00000025774,1.4572018012537413
ENSMUSG00000073735,1.3390550130676535
ENSMUSG00000067773,10.227995740478319
ENSMUSG00000042596,0.00008627807266415933
ENSMUSG00000025927,0.3922578060137047
ENSMUSG00000043760,-0.5175240384990931
ENSMUSG00000025929,-0.3376404698941679
ENSMUSG00000041872,-2.084627335774854
ENSMUSG00000041859,-0.6788717936381681
ENSMUSG00000025931,-1.28233062823964
ENSMUSG00000041809,0.19457850088720707
ENSMUSG00000041779,1.1878073167527403
ENSMUSG00000025933,5.618141749508817
ENSMUSG00000025934,-3.284889025549264
ENSMUSG00000041722,1.6443569900259418
ENSMUSG00000085079,2.685543014979535
ENSMUSG00000028033,-2.0765377471863733
ENSMUSG00000041670,3.7336893108350457
ENSMUSG00000026158,4.744805702559518
ENSMUSG00000026156,0.8344324269780474
ENSMUSG00000026155,0.5659714489133114
ENSMUSG00000026154,0.477840919025649
ENSMUSG00000026153,0.823875777949166
ENSMUSG00000026147,2.284330520635508
ENSMUSG00000026141,-1.6268494653808314
ENSMUSG00000073725,1.4296104527195084
ENSMUSG00000033569,5.496264495908383
ENSMUSG00000073722,0.5388911480734617
ENSMUSG00000048411,-0.10623956922459722
ENSMUSG00000048874,1.8805742075378995
ENSMUSG00000026064,0.7973717055753407
ENSMUSG00000117310,2.2976251766916036
ENSMUSG00000086727,1.1046984531171824
ENSMUSG00000050217,1.7130589755135046
ENSMUSG00000026063,1.3123746539659864
ENSMUSG00000026058,1.3965173234452202
ENSMUSG00000091318,3.927849862009871
ENSMUSG00000026134,0.7189307623982162
ENSMUSG00000004768,-0.15946677252410027
ENSMUSG00000042215,-0.15169632256387694
ENSMUSG00000042197,-1.5888722072755945
ENSMUSG00000042182,1.0667412069571403
ENSMUSG00000026131,1.7463428255429252
ENSMUSG00000042111,-1.9107282646815058
ENSMUSG00000026127,0.9374178256092761
ENSMUSG00000026126,-0.35233474681399923
ENSMUSG00000026125,1.402811422303596
ENSMUSG00000026124,0.9456337296354966
ENSMUSG00000037529,-0.5418388935972545
ENSMUSG00000045174,-1.6149956026054268
ENSMUSG00000037509,-1.3046743503632636
ENSMUSG00000118272,0.3676440378393107
ENSMUSG00000037503,-1.4862279073200602
ENSMUSG00000026123,-1.1276023507228614
ENSMUSG00000045216,-1.2089176949469804
ENSMUSG00000037470,0.2223952144642104
ENSMUSG00000047180,2.1073293840024436
ENSMUSG00000037447,0.9707849165944723
ENSMUSG00000010453,3.2537616679618826
ENSMUSG00000037432,1.599816952958099
ENSMUSG00000001143,2.632210807351759
ENSMUSG00000037408,-0.296715307584435
ENSMUSG00000001138,-0.7032289774821043
ENSMUSG00000067653,8.965111901199922
ENSMUSG00000079610,-1.1699815317845026
ENSMUSG00000026121,-1.1831341294570792
ENSMUSG00000046337,-2.6514685323891136
ENSMUSG00000061518,-1.4538864022690587
ENSMUSG00000037351,-0.7891455407878634
ENSMUSG00000102416,0.2771819900657865
ENSMUSG00000026117,-0.910756015548735
ENSMUSG00000026116,-1.0513224474581853
ENSMUSG00000050122,0.15362350918595805
ENSMUSG00000026114,1.058822840971667
ENSMUSG00000026113,-0.42943671556830365
ENSMUSG00000026112,0.698141345308298
ENSMUSG00000026111,-0.3303212811540723
ENSMUSG00000026110,2.129531242704018
ENSMUSG00000026090,-1.9380269552557794
ENSMUSG00000060771,2.1411647538301133
ENSMUSG00000037216,-2.6874097565543518
ENSMUSG00000026088,2.102093817850793
ENSMUSG00000061584,1.2129588598008278
ENSMUSG00000026085,0.39478052327644586
ENSMUSG00000026082,2.2307053153822585
ENSMUSG00000037138,-0.42467235300286327
ENSMUSG00000048814,-1.5071531901612887
ENSMUSG00000026080,-0.46585268664138874
ENSMUSG00000026078,-0.5462135297827374
ENSMUSG00000026077,-0.965892213783787
ENSMUSG00000003134,3.3104063804721653
ENSMUSG00000003135,0.43100163699046834
ENSMUSG00000048234,0.3757404110042217
ENSMUSG00000050967,-0.588392922817425
ENSMUSG00000057173,0
ENSMUSG00000091937,-0.10517917141558966
ENSMUSG00000026074,-1.1146487695636182
ENSMUSG00000026073,2.6322168412339906
ENSMUSG00000026072,1.9047847674450538
ENSMUSG00000070942,1.7948999122861207
ENSMUSG00000026069,2.0053855887405367
ENSMUSG00000026070,5.947185114650941
ENSMUSG00000026068,7.302742989196451
ENSMUSG00000026065,0.5241294308591711
ENSMUSG00000026062,-0.3365092895026422
ENSMUSG00000041945,-0.8099622693090752
ENSMUSG00000079588,3.442879648345013
ENSMUSG00000045515,-1.5486522574866135
ENSMUSG00000041907,1.9404679673249032
ENSMUSG00000070939,0.7791956050141434
ENSMUSG00000010290,-0.7498818981078866
ENSMUSG00000008136,-2.011547053370226
ENSMUSG00000066877,-1.445429529385131
ENSMUSG00000026051,-0.4537899240697174
ENSMUSG00000057363,1.0750944503451887
ENSMUSG00000041763,3.63882015892274
ENSMUSG00000047343,-0.9841492617159491
ENSMUSG00000091844,-0.6200834138238702
ENSMUSG00000026049,0.037368864541753005
ENSMUSG00000026047,-1.0304411854430486
ENSMUSG00000041684,0.785178623379782
ENSMUSG00000026048,-1.8517681530267398
ENSMUSG00000046828,1.6565144123204965
ENSMUSG00000056870,5.11387871631941
ENSMUSG00000026043,1.5593110370962542
ENSMUSG00000026042,1.3534965853082699
ENSMUSG00000025995,-4.61197652595788
ENSMUSG00000025993,0.9753040655376922
ENSMUSG00000101337,0.7082323619272476
ENSMUSG00000025986,-0.3059494543336161
ENSMUSG00000026109,0.8611476699987186
ENSMUSG00000045954,-0.40496528316149905
ENSMUSG00000026107,3.089863310742161
ENSMUSG00000018417,-1.963931492857092
ENSMUSG00000062939,-2.6770596587816176
ENSMUSG00000026104,-1.3491765443756103
ENSMUSG00000026103,-0.22309445854452295
ENSMUSG00000043015,0.3627128803141877
ENSMUSG00000041439,0.1300884518837544
ENSMUSG00000026102,2.5669561026963126
ENSMUSG00000041426,-1.573251264136239
ENSMUSG00000043629,-0.31712451005628073
ENSMUSG00000026100,0.9508466318457863
ENSMUSG00000060715,4.699977293599172
ENSMUSG00000026098,1.7941802170928831
ENSMUSG00000026097,2.155502781268905
