Feature,Normalized.Dispersion
ENSMUSG00000051951,1.7637724148914389
ENSMUSG00000025900,-0.17832333967310218
ENSMUSG00000025902,4.3330836991640345
ENSMUSG00000025903,-0.4586357725742367
ENSMUSG00000033813,-0.1920051619155134
ENSMUSG00000002459,-0.21998754457790712
ENSMUSG00000033793,-1.5360054785420505
ENSMUSG00000025905,-0.07656166920446326
ENSMUSG00000033774,-1.0244693678101564
ENSMUSG00000025907,1.204561029929018
ENSMUSG00000033740,1.360407369342717
ENSMUSG00000051285,-0.2194857523050104
ENSMUSG00000025909,8.844611537486736
ENSMUSG00000061024,0.24445156644654548
ENSMUSG00000025911,-1.308031198639807
ENSMUSG00000067879,11.84429255297202
ENSMUSG00000025912,3.1354503781334797
ENSMUSG00000045210,-1.1107608319872664
ENSMUSG00000025915,0.3614110966315627
ENSMUSG00000046101,1.8485505393650743
ENSMUSG00000099032,-1.2527826290173019
ENSMUSG00000025916,2.3596866198319595
ENSMUSG00000025917,-1.0328097307715434
ENSMUSG00000056763,-0.7486344900528158
ENSMUSG00000067851,-0.20452782436003555
ENSMUSG00000042501,-1.8364315982556032
ENSMUSG00000048960,0.9890336278637409
ENSMUSG00000057715,-1.2086399466073725
ENSMUSG00000016918,0.3850313076528964
ENSMUSG00000025938,2.8335854710074115
ENSMUSG00000042414,-0.8814893512357093
ENSMUSG00000005886,-1.964970726082111
ENSMUSG00000025935,-1.3645210986604046
ENSMUSG00000025937,-1.008532653977229
ENSMUSG00000067813,0.076312814153662
ENSMUSG00000025932,-0.48854674362837947
ENSMUSG00000025930,0.6758830122862658
ENSMUSG00000032769,-0.2549218558938711
ENSMUSG00000092083,-0.0844068581156528
ENSMUSG00000025925,-0.5507836433901652
ENSMUSG00000032719,0.48286451962779253
ENSMUSG00000067795,-0.4757706574580072
ENSMUSG00000025921,0.21424000544632232
ENSMUSG00000025920,-0.13552887689992282
ENSMUSG00000025939,-1.6624406350441523
ENSMUSG00000025940,-1.4826763306920718
ENSMUSG00000025779,-1.6258708912846644
ENSMUSG00000042686,0.11487246977941121
ENSMUSG00000025777,-0.6034036709771607
ENSMUSG00000067780,3.2414363295728896
ENSMUSG00000025776,1.3366851789856375
ENSMUSG00000025774,-0.4037737950409038
ENSMUSG00000073735,-1.412644986033394
ENSMUSG00000067773,2.4486927040426765
ENSMUSG00000042596,-0.44206485410947643
ENSMUSG00000025927,-0.9105979826659586
ENSMUSG00000043760,1.6396475168276818
ENSMUSG00000025929,-0.6670750749235438
ENSMUSG00000041872,-1.9724356783333616
ENSMUSG00000041859,-0.10833398100583283
ENSMUSG00000025931,2.042781772385602
ENSMUSG00000041809,-0.8834337686139515
ENSMUSG00000041779,-1.0378218225220879
ENSMUSG00000025933,2.8953808788750566
ENSMUSG00000025934,-1.4378600671756547
ENSMUSG00000041722,-0.20007901655013766
ENSMUSG00000085079,1.5161476330137722
ENSMUSG00000028033,-1.3985394151224935
ENSMUSG00000041670,24.941104626255804
ENSMUSG00000026158,-0.8080332805738366
ENSMUSG00000026156,2.068921787254502
ENSMUSG00000026155,-2.0039074527660206
