Feature
1,ENSMUSG00000042750
2,ENSMUSG00000096966
3,ENSMUSG00000062553
4,ENSMUSG00000071047
5,ENSMUSG00000021679
6,ENSMUSG00000045994
7,ENSMUSG00000031390
8,ENSMUSG00000049015
9,ENSMUSG00000078554
10,ENSMUSG00000042371
11,ENSMUSG00000109809
12,ENSMUSG00000089724
13,ENSMUSG00000020908
14,ENSMUSG00000057067
15,ENSMUSG00000006389
16,ENSMUSG00000028314
17,ENSMUSG00000021553
18,ENSMUSG00000078630
19,ENSMUSG00000063600
20,ENSMUSG00000000154
21,ENSMUSG00000024957
22,ENSMUSG00000018263
23,ENSMUSG00000036449
24,ENSMUSG00000045989
25,ENSMUSG00000074852
26,ENSMUSG00000032313
27,ENSMUSG00000050100
28,ENSMUSG00000034486
29,ENSMUSG00000044560
30,ENSMUSG00000035638
31,ENSMUSG00000076439
32,ENSMUSG00000099611
33,ENSMUSG00000043999
34,ENSMUSG00000076744
35,ENSMUSG00000022201
36,ENSMUSG00000068808
37,ENSMUSG00000028821
38,ENSMUSG00000076747
39,ENSMUSG00000067771
40,ENSMUSG00000114245
41,ENSMUSG00000060212
42,ENSMUSG00000079525
43,ENSMUSG00000050813
44,ENSMUSG00000109520
45,ENSMUSG00000091206
46,ENSMUSG00000096686
47,ENSMUSG00000033688
48,ENSMUSG00000029221
49,ENSMUSG00000003068
50,ENSMUSG00000072487
51,ENSMUSG00000042097
52,ENSMUSG00000021112
53,ENSMUSG00000025328
54,ENSMUSG00000015755
55,ENSMUSG00000002384
56,ENSMUSG00000029868
57,ENSMUSG00000025857
58,ENSMUSG00000036357
59,ENSMUSG00000028004
60,ENSMUSG00000031353
61,ENSMUSG00000045331
62,ENSMUSG00000072945
63,ENSMUSG00000096330
64,ENSMUSG00000035946
65,ENSMUSG00000000792
66,ENSMUSG00000034928
67,ENSMUSG00000055643
68,ENSMUSG00000005615
69,ENSMUSG00000071065
70,ENSMUSG00000036500
71,ENSMUSG00000071424
72,ENSMUSG00000035152
73,ENSMUSG00000047511
74,ENSMUSG00000104423
75,ENSMUSG00000031010
76,ENSMUSG00000114073
77,ENSMUSG00000075700
78,ENSMUSG00000045539
79,ENSMUSG00000079584
80,ENSMUSG00000069539
81,ENSMUSG00000029088
82,ENSMUSG00000115219
83,ENSMUSG00000031549
84,ENSMUSG00000025531
85,ENSMUSG00000024750
86,ENSMUSG00000002455
87,ENSMUSG00000004821
88,ENSMUSG00000052271
89,ENSMUSG00000038722
90,ENSMUSG00000063576
91,ENSMUSG00000094805
92,ENSMUSG00000027397
93,ENSMUSG00000018765
94,ENSMUSG00000041870
95,ENSMUSG00000021913
96,ENSMUSG00000018322
97,ENSMUSG00000030607
98,ENSMUSG00000027120
99,ENSMUSG00000051732
100,ENSMUSG00000091705
101,ENSMUSG00000001741
102,ENSMUSG00000030697
103,ENSMUSG00000050188
104,ENSMUSG00000024891
105,ENSMUSG00000028778
106,ENSMUSG00000022113
107,ENSMUSG00000028439
108,ENSMUSG00000068284
109,ENSMUSG00000092417
110,ENSMUSG00000023968
111,ENSMUSG00000036002
112,ENSMUSG00000040746
113,ENSMUSG00000040263
114,ENSMUSG00000024805
115,ENSMUSG00000050445
116,ENSMUSG00000026484
117,ENSMUSG00000055401
118,ENSMUSG00000027630
119,ENSMUSG00000056153
120,ENSMUSG00000008730
121,ENSMUSG00000001054
122,ENSMUSG00000049708
123,ENSMUSG00000118318
124,ENSMUSG00000021866
125,ENSMUSG00000014444
126,ENSMUSG00000030591
127,ENSMUSG00000053182
128,ENSMUSG00000044566
129,ENSMUSG00000038542
130,ENSMUSG00000025630
131,ENSMUSG00000019715
132,ENSMUSG00000073938
133,ENSMUSG00000059891
134,ENSMUSG00000053581
135,ENSMUSG00000002658
136,ENSMUSG00000053641
137,ENSMUSG00000075318
138,ENSMUSG00000041044
139,ENSMUSG00000028126
140,ENSMUSG00000028410
141,ENSMUSG00000050891
142,ENSMUSG00000024218
143,ENSMUSG00000094429
144,ENSMUSG00000038212
145,ENSMUSG00000037578
146,ENSMUSG00000028134
147,ENSMUSG00000026926
148,ENSMUSG00000028277
149,ENSMUSG00000027702
150,ENSMUSG00000020523
151,ENSMUSG00000056728
152,ENSMUSG00000066838
153,ENSMUSG00000044155
154,ENSMUSG00000026014
155,ENSMUSG00000021357
156,ENSMUSG00000017631
157,ENSMUSG00000044716
158,ENSMUSG00000084957
159,ENSMUSG00000029017
160,ENSMUSG00000054630
161,ENSMUSG00000060935
162,ENSMUSG00000085584
163,ENSMUSG00000003546
164,ENSMUSG00000024091
165,ENSMUSG00000026960
166,ENSMUSG00000003437
167,ENSMUSG00000078611
168,ENSMUSG00000074579
169,ENSMUSG00000031966
170,ENSMUSG00000074837
171,ENSMUSG00000033335
172,ENSMUSG00000075256
173,ENSMUSG00000045883
174,ENSMUSG00000020594
175,ENSMUSG00000002280
176,ENSMUSG00000048830
177,ENSMUSG00000025701
178,ENSMUSG00000031601
179,ENSMUSG00000089917
180,ENSMUSG00000032393
181,ENSMUSG00000063821
182,ENSMUSG00000063656
183,ENSMUSG00000034247
184,ENSMUSG00000031902
185,ENSMUSG00000044719
186,ENSMUSG00000019920
187,ENSMUSG00000025051
188,ENSMUSG00000053012
189,ENSMUSG00000075227
190,ENSMUSG00000026149
191,ENSMUSG00000024539
192,ENSMUSG00000060974
193,ENSMUSG00000018656
194,ENSMUSG00000042717
195,ENSMUSG00000073979
196,ENSMUSG00000022024
197,ENSMUSG00000041920
198,ENSMUSG00000032666
199,ENSMUSG00000093989
200,ENSMUSG00000024360
201,ENSMUSG00000020530
202,ENSMUSG00000075119
203,ENSMUSG00000031950
204,ENSMUSG00000019802
205,ENSMUSG00000027668
206,ENSMUSG00000016194
207,ENSMUSG00000031728
208,ENSMUSG00000101337
209,ENSMUSG00000044150
210,ENSMUSG00000054115
211,ENSMUSG00000031844
212,ENSMUSG00000041444
213,ENSMUSG00000026427
214,ENSMUSG00000031364
215,ENSMUSG00000070520
216,ENSMUSG00000045364
217,ENSMUSG00000026361
218,ENSMUSG00000014294
219,ENSMUSG00000033184
220,ENSMUSG00000030105
221,ENSMUSG00000024073
222,ENSMUSG00000030304
223,ENSMUSG00000048230
224,ENSMUSG00000035765
225,ENSMUSG00000028217
226,ENSMUSG00000060373
227,ENSMUSG00000117310
228,ENSMUSG00000022357
229,ENSMUSG00000033411
230,ENSMUSG00000000826
231,ENSMUSG00000024604
232,ENSMUSG00000002741
233,ENSMUSG00000032902
234,ENSMUSG00000049922
235,ENSMUSG00000052818
236,ENSMUSG00000043850
237,ENSMUSG00000029670
238,ENSMUSG00000031133
239,ENSMUSG00000025234
240,ENSMUSG00000035653
241,ENSMUSG00000023013
242,ENSMUSG00000039959
243,ENSMUSG00000070733
244,ENSMUSG00000036923
245,ENSMUSG00000071662
246,ENSMUSG00000050702
247,ENSMUSG00000051735
248,ENSMUSG00000032119
249,ENSMUSG00000030655
250,ENSMUSG00000048232
251,ENSMUSG00000022141
252,ENSMUSG00000026841
253,ENSMUSG00000017943
254,ENSMUSG00000018209
255,ENSMUSG00000020362
256,ENSMUSG00000029804
257,ENSMUSG00000018326
258,ENSMUSG00000070423
259,ENSMUSG00000009905
260,ENSMUSG00000040021
261,ENSMUSG00000026564
262,ENSMUSG00000029038
263,ENSMUSG00000009670
264,ENSMUSG00000021114
265,ENSMUSG00000021785
266,ENSMUSG00000021754
267,ENSMUSG00000018931
268,ENSMUSG00000039013
269,ENSMUSG00000062868
270,ENSMUSG00000009907
271,ENSMUSG00000038717
272,ENSMUSG00000037351
273,ENSMUSG00000079722
274,ENSMUSG00000021675
275,ENSMUSG00000034893
276,ENSMUSG00000028631
277,ENSMUSG00000031312
278,ENSMUSG00000019738
279,ENSMUSG00000024002
280,ENSMUSG00000036615
281,ENSMUSG00000002017
282,ENSMUSG00000039356
283,ENSMUSG00000053483
284,ENSMUSG00000041775
285,ENSMUSG00000051396
286,ENSMUSG00000028672
287,ENSMUSG00000060126
288,ENSMUSG00000031590
289,ENSMUSG00000049018
290,ENSMUSG00000091780
291,ENSMUSG00000075528
292,ENSMUSG00000076874
293,ENSMUSG00000026870
294,ENSMUSG00000032078
295,ENSMUSG00000031023
296,ENSMUSG00000021400
297,ENSMUSG00000027908
298,ENSMUSG00000031620
299,ENSMUSG00000078719
300,ENSMUSG00000028248
301,ENSMUSG00000026697
302,ENSMUSG00000033430
303,ENSMUSG00000022295
304,ENSMUSG00000047667
305,ENSMUSG00000031729
306,ENSMUSG00000038160
307,ENSMUSG00000003721
308,ENSMUSG00000038383
309,ENSMUSG00000036323
310,ENSMUSG00000037406
311,ENSMUSG00000035439
312,ENSMUSG00000031393
313,ENSMUSG00000057182
314,ENSMUSG00000049168
315,ENSMUSG00000043639
316,ENSMUSG00000027678
317,ENSMUSG00000046828
318,ENSMUSG00000058748
319,ENSMUSG00000048425
320,ENSMUSG00000028415
321,ENSMUSG00000078532
322,ENSMUSG00000027597
323,ENSMUSG00000075284
324,ENSMUSG00000037408
325,ENSMUSG00000046435
326,ENSMUSG00000006676
327,ENSMUSG00000015961
328,ENSMUSG00000034820
329,ENSMUSG00000029134
330,ENSMUSG00000055334
331,ENSMUSG00000028343
332,ENSMUSG00000038045
333,ENSMUSG00000041638
334,ENSMUSG00000055629
335,ENSMUSG00000019731
336,ENSMUSG00000028245
337,ENSMUSG00000028228
338,ENSMUSG00000026155
339,ENSMUSG00000068101
340,ENSMUSG00000038403
341,ENSMUSG00000063681
342,ENSMUSG00000034958
