"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gm6040",8.04966249941027e-29,5.80804482166789,0.116,0.002,1.49884715739019e-24
"Try10",2.26074876345908e-26,5.60159394420047,0.107,0.002,4.20951419756082e-22
"Abcb11",1.57369340381345e-21,5.48611672678053,0.089,0.002,2.93021711790065e-17
"Grin3b",6.60620074586159e-09,5.48611672678053,0.027,0,0.000123007457887943
"Odf1",6.60620074586159e-09,5.48611672678053,0.027,0,0.000123007457887943
"Tmem200c",6.60620074586159e-09,5.48611672678053,0.027,0,0.000123007457887943
"Gm15155",6.60620074586159e-09,5.48611672678053,0.027,0,0.000123007457887943
"Chrng",1.59875691824416e-21,5.36058584469667,0.089,0.002,2.97688538177063e-17
"Slc26a1",1.59875691824416e-21,5.36058584469667,0.089,0.002,2.97688538177063e-17
"Atp4b",8.82568627373981e-27,5.29347164883813,0.116,0.002,1.64334278417035e-22
"Sgk2",2.15880934967347e-24,5.18655644492162,0.107,0.002,4.019703009092e-20
"Wfdc11",2.15880934967347e-24,5.18655644492162,0.107,0.002,4.019703009092e-20
"Nlrp14",4.96636072996488e-22,5.18655644492162,0.098,0.002,9.24736367919461e-18
"Hs6st3",1.05622958747851e-29,5.16418863189317,0.134,0.003,1.96669949188498e-25
"Cyp3a11",5.07821094377381e-22,5.07107922750169,0.098,0.002,9.45562877730684e-18
"Olfr1272",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Crnn",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Olfr1342",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Tas1r2",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Csn2",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Trbv20",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Vmn1r29",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Tmem190",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Ccdc81",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Olfr578",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Pdzd9",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Foxi2",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"AI593442",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Olfr317",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Olfr462",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Krtap3-3",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Wnt9b",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Crhr1",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Ccdc40",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
"Gm4756",2.20309979733731e-06,5.07107922750169,0.018,0,0.0410217182264206
