"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Fam155a",2.39421652325675e-06,3.80404472165879,0.027,0.002,0.0444127165064127
"Arrdc5",5.96648430333199e-05,3.80404472165879,0.021,0.002,1
"Ribc2",6.0086352365766e-05,3.541010315825,0.021,0.002,1
"Syt6",0.000353233428382507,3.12597281654616,0.021,0.002,1
"Csf3",3.35797772174916e-17,3.12597281654616,0.134,0.018,6.22904867384469e-13
"4930444P10Rik",9.2373849900876e-05,3.06707912749259,0.027,0.003,1
"Sstr4",9.20411480459039e-12,2.98461696730061,0.086,0.011,1.70736329625152e-07
"Olfr314",0.0054856874218289,2.8040447216588,0.016,0.002,1
"Cldn20",0.0054856874218289,2.8040447216588,0.016,0.002,1
"Il3",2.09868459048184e-05,2.80404472165879,0.037,0.005,0.38930599153438
"Chrnb2",8.2911208198544e-05,2.80404472165879,0.032,0.005,1
"Apof",0.000330193562901027,2.80404472165879,0.027,0.004,1
"Olfr1454",1.36293173559681e-06,2.80404472165879,0.048,0.007,0.0252823836953207
"Gm45623",0.00133180154300416,2.80404472165879,0.021,0.003,1
"Olfr181",0.00133180154300416,2.80404472165879,0.021,0.003,1
"BC048679",0.0234768649727874,2.80404472165879,0.011,0.002,1
"1700001L19Rik",0.0234768649727874,2.80404472165879,0.011,0.002,1
"Rbp3",0.0234768649727874,2.80404472165879,0.011,0.002,1
"Amh",3.91655083648611e-06,2.66654119790886,0.048,0.008,0.0726520180168174
"Zik1",0.000235700191232772,2.6113996437164,0.032,0.005,1
"Olfm4",8.22101641988564e-13,2.59759384419137,0.123,0.021,1.52499854588879e-08
"Mdh1b",0.000933060679654445,2.58165230032235,0.027,0.005,1
"Vmn1r77",0.000933060679654445,2.58165230032235,0.027,0.005,1
"Shc3",0.000933060679654445,2.58165230032235,0.027,0.005,1
"Chst13",8.71417454012501e-13,2.541010315825,0.123,0.021,1.61647937719319e-08
"Klrb1",1.00894154296038e-05,2.541010315825,0.048,0.008,0.187158656219151
"Kcnt1",0.003730992273588,2.541010315825,0.021,0.004,1
"Galnt9",0.003730992273588,2.541010315825,0.021,0.004,1
