"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Iltifb",4.81658300904505e-08,5.4817525063607,0.023,0,0.000896847756284188
"Khdc1b",0.000115051990396437,4.89679000563955,0.012,0,1
"Cfhr1",0.000115051990396437,4.89679000563955,0.012,0,1
"Nhlh1",0.000115051990396437,4.89679000563955,0.012,0,1
"Ajm1",0.000115051990396437,4.89679000563955,0.012,0,1
"Morn5",0.000115051990396437,4.89679000563955,0.012,0,1
"Olfr362",0.000115051990396437,4.89679000563955,0.012,0,1
"Csrnp3",0.000115051990396437,4.89679000563955,0.012,0,1
"Olfr1286",0.000115051990396437,4.89679000563955,0.012,0,1
"1810024B03Rik",0.000115051990396437,4.89679000563955,0.012,0,1
"Defb28",0.000115051990396437,4.89679000563955,0.012,0,1
"Defb29",0.000115051990396437,4.89679000563955,0.012,0,1
"Defb36",0.000115051990396437,4.89679000563955,0.012,0,1
"Sun5",0.000115051990396437,4.89679000563955,0.012,0,1
"Mc3r",0.000115051990396437,4.89679000563955,0.012,0,1
"Stoml3",0.000115051990396437,4.89679000563955,0.012,0,1
"Gm10696",0.000115051990396437,4.89679000563955,0.012,0,1
"Oaz3",0.000115051990396437,4.89679000563955,0.012,0,1
"Ubl4b",0.000115051990396437,4.89679000563955,0.012,0,1
"Slc7a13",0.000115051990396437,4.89679000563955,0.012,0,1
"Foxn4",0.000115051990396437,4.89679000563955,0.012,0,1
"Cldn13",0.000115051990396437,4.89679000563955,0.012,0,1
"Grm8",0.000115051990396437,4.89679000563955,0.012,0,1
"1700012A03Rik",0.000115051990396437,4.89679000563955,0.012,0,1
"Olfr434",0.000115051990396437,4.89679000563955,0.012,0,1
"Igkv2-137",0.000115051990396437,4.89679000563955,0.012,0,1
"Reg3d",0.000115051990396437,4.89679000563955,0.012,0,1
"Vmn1r47",0.000115051990396437,4.89679000563955,0.012,0,1
"Gprc5d",0.000115051990396437,4.89679000563955,0.012,0,1
"Vmn1r87",0.000115051990396437,4.89679000563955,0.012,0,1
"Ceacam2",0.000115051990396437,4.89679000563955,0.012,0,1
"Sycn",0.000115051990396437,4.89679000563955,0.012,0,1
"E130208F15Rik",0.000115051990396437,4.89679000563955,0.012,0,1
"Olfr902",0.000115051990396437,4.89679000563955,0.012,0,1
"Actl11",0.000115051990396437,4.89679000563955,0.012,0,1
"Pde7b",0.000115051990396437,4.89679000563955,0.012,0,1
"Theg",0.000115051990396437,4.89679000563955,0.012,0,1
"Gm11437",0.000115051990396437,4.89679000563955,0.012,0,1
"Hsf5",0.000115051990396437,4.89679000563955,0.012,0,1
"Krt25",0.000115051990396437,4.89679000563955,0.012,0,1
"Vipr2",0.000115051990396437,4.89679000563955,0.012,0,1
"Vmn1r222",0.000115051990396437,4.89679000563955,0.012,0,1
"Gcm2",0.000115051990396437,4.89679000563955,0.012,0,1
"Ctsll3",0.000115051990396437,4.89679000563955,0.012,0,1
"Itih3",0.000115051990396437,4.89679000563955,0.012,0,1
"Ear14",0.000115051990396437,4.89679000563955,0.012,0,1
"Olfr1513",0.000115051990396437,4.89679000563955,0.012,0,1
"Zic5",0.000115051990396437,4.89679000563955,0.012,0,1
"Slc22a22",0.000115051990396437,4.89679000563955,0.012,0,1
"Wbp2nl",0.000115051990396437,4.89679000563955,0.012,0,1
"Ankrd33",0.000115051990396437,4.89679000563955,0.012,0,1
"Krt82",0.000115051990396437,4.89679000563955,0.012,0,1
"Meltf",0.000115051990396437,4.89679000563955,0.012,0,1
"Smbd1",0.000115051990396437,4.89679000563955,0.012,0,1
"Hgd",0.000115051990396437,4.89679000563955,0.012,0,1
"H2-Q2",0.000115051990396437,4.89679000563955,0.012,0,1
"Olfr122",0.000115051990396437,4.89679000563955,0.012,0,1
"Olfr123",0.000115051990396437,4.89679000563955,0.012,0,1
"Capn13",0.000115051990396437,4.89679000563955,0.012,0,1
"Pcdhb10",0.000115051990396437,4.89679000563955,0.012,0,1
"Kcnk4",0.000115051990396437,4.89679000563955,0.012,0,1
"Keg1",0.000115051990396437,4.89679000563955,0.012,0,1
"Actrt1",0.000115051990396437,4.89679000563955,0.012,0,1
"Olfr1321",0.000115051990396437,4.89679000563955,0.012,0,1
"Igsf1",0.000115051990396437,4.89679000563955,0.012,0,1
"Usp26",0.000115051990396437,4.89679000563955,0.012,0,1
"Samt3",0.000115051990396437,4.89679000563955,0.012,0,1
"1700018G05Rik",0.000115051990396437,4.89679000563955,0.012,0,1
"Fgf16",0.000115051990396437,4.89679000563955,0.012,0,1
