"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Sycp2",2.34389924705061e-07,2.65883239734752,0.052,0.009,0.00450380240320774
"Frmpd2",0.0036326836192151,2.26651497456876,0.022,0.005,1
"Iqsec3",0.028166217746556,2.26651497456876,0.013,0.003,1
"Olfr1045",0.0138756486412626,2.17340557017727,0.017,0.004,1
"Trap1a",0.0138756486412626,2.17340557017727,0.017,0.004,1
"Foxa3",0.000244889256844674,2.08594272892693,0.039,0.01,1
"Pax7",0.0034072072956235,2.07386989662636,0.026,0.007,1
"Ptgis",1.08440392475481e-53,2.0500685502775,0.757,0.311,2.08368214141637e-49
"Six6",0.0516979468843688,2.04412255323231,0.013,0.004,1
"Prap1",0.000247618790242068,2.00348056873496,0.039,0.01,1
"Selenbp2",0.00580657032587913,1.95839267920642,0.026,0.007,1
"Itih1",0.00580657032587913,1.95839267920642,0.026,0.007,1
"Pmp2",0.00142055664595178,1.93393963548189,0.035,0.01,1
"Cd79a",0.00142055664595178,1.93393963548189,0.035,0.01,1
"Mapk4",4.3321310906551e-07,1.92547805673369,0.083,0.022,0.00832418989069378
"Ccno",0.000707355667380892,1.92547805673369,0.039,0.011,1
"Chrnd",0.00170991569551157,1.91859167114845,0.039,0.012,1
"Krt20",0.00227404653683383,1.85147747528991,0.035,0.01,1
"Trim31",0.00459154865913135,1.85147747528991,0.03,0.009,1
"Tbpl2",0.0191082940479477,1.85147747528991,0.022,0.007,1
"Cer1",0.0839351971195362,1.85147747528991,0.013,0.004,1
"Zfp853",0.0839351971195362,1.85147747528991,0.013,0.004,1
"Tmem217",0.00113105503614099,1.85147747528991,0.039,0.011,1
"Irgc1",0.0396508617263399,1.85147747528991,0.017,0.005,1
"2210011C24Rik",0.0396508617263399,1.85147747528991,0.017,0.005,1
"Rp1l1",0.0396508617263399,1.85147747528991,0.017,0.005,1
"Apoc2",2.2402443693083e-12,1.79598236269821,0.187,0.058,4.3046295556259e-08
"Olfr518",0.00350104291743543,1.77347496328864,0.035,0.011,1
"Enpp7",0.00350104291743543,1.77347496328864,0.035,0.011,1
"Mak",0.00350104291743543,1.77347496328864,0.035,0.011,1
"Atp6v1fnb",0.00704435193716053,1.76401463403957,0.03,0.01,1
"Elane",0.00704435193716053,1.76401463403957,0.03,0.01,1
"Tex19.2",0.0142446128626229,1.751941801739,0.026,0.008,1
"Cldn9",0.0290075356221371,1.73600025786998,0.022,0.007,1
"Art5",4.18420847459427e-07,1.72809505978463,0.109,0.036,0.00803995658393289
"Bex1",0.0052697227856015,1.72594659320605,0.039,0.014,1
"Tssk4",0.0139688742542414,1.72594659320605,0.035,0.013,1
"Olfr51",0.00261223197128278,1.71397395153998,0.039,0.013,1
"Gm15557",0.0596692711786391,1.71397395153998,0.017,0.006,1
"Gm47969",0.0103994098175639,1.6815524738476,0.03,0.01,1
"Olfr368",0.0103994098175639,1.6815524738476,0.03,0.01,1
"Ttc30a2",0.0103994098175639,1.6815524738476,0.03,0.01,1
"Efcab8",0.0103994098175639,1.6815524738476,0.03,0.01,1
"Cdcp2",0.0103994098175639,1.6815524738476,0.03,0.01,1
"Asb10",0.0103994098175639,1.6815524738476,0.03,0.01,1
"Ppp1r17",0.124593954521171,1.6815524738476,0.013,0.005,1
"March11",0.00192197043156298,1.66705290415249,0.043,0.014,1
"Aldh1a3",2.92360359696144e-08,1.64984361412026,0.157,0.057,0.00056177043115614
"Myh3",0.0419213758090335,1.62908505395346,0.022,0.008,1
"Sctr",0.0104674454989866,1.60354996184633,0.03,0.01,1
"Dync1i1",0.00538075651047131,1.58844306945612,0.039,0.014,1
"Gm21818",0.0188968675645039,1.58844306945612,0.035,0.014,1
"Olfr60",0.0848182022172894,1.58844306945612,0.017,0.007,1
"Cldn18",0.0848182022172894,1.58844306945612,0.017,0.007,1
"Krt25",0.0848182022172894,1.58844306945612,0.017,0.007,1
"Slc18a3",0.0848182022172894,1.58844306945612,0.017,0.007,1
"Hpse2",0.0848182022172894,1.58844306945612,0.017,0.007,1
"Xlr",0.0848182022172894,1.58844306945612,0.017,0.007,1
"Stat4",7.03761342867082e-06,1.58298863936401,0.091,0.031,0.13522774203191
"Msx1",0.0293609030597625,1.57136955609718,0.026,0.01,1
"1700012B09Rik",0.0293609030597625,1.57136955609718,0.026,0.01,1
"Taar8c",0.0293609030597625,1.57136955609718,0.026,0.01,1
"Phf11a",2.4718947426873e-07,1.56854351201841,0.122,0.042,0.00474974574807365
"Htra4",0.010525235068147,1.56197085809493,0.035,0.013,1
"Ly86",9.46137952847542e-32,1.56075133558707,0.578,0.229,1.81800407639655e-27
"1700074P13Rik",0.00384012573228869,1.55602159176374,0.043,0.016,1
"Zc3h11a",0.00141414583980021,1.551917193431,0.052,0.019,1
"Vmn1r237",0.0117094307820839,1.551917193431,0.043,0.018,1
"Siglec1",1.18722320289393e-06,1.54891470526948,0.117,0.042,0.0228124938436069
"Il4i1",6.41900899305817e-07,1.53696685196503,0.135,0.051,0.0123341257801613
"Ece2",0.000737220383539543,1.52954938040255,0.057,0.02,1
"Omg",0.00273217296495873,1.52954938040255,0.048,0.017,1
"Spib",0.0054219212960445,1.52954938040255,0.039,0.014,1
"Syne4",0.00744637172475379,1.52954938040255,0.039,0.014,1
"Fabp9",0.0205541734922032,1.52954938040255,0.03,0.011,1
"Cela2a",0.0205541734922032,1.52954938040255,0.03,0.011,1
"Pabpc1l",0.0581236501874875,1.52954938040255,0.022,0.008,1
"Ankrd65",0.0581236501874875,1.52954938040255,0.022,0.008,1
"Tmprss11c",0.0581236501874875,1.52954938040255,0.022,0.008,1
"Trim34b",0.0581236501874875,1.52954938040255,0.022,0.008,1
"Acsm4",0.0581236501874875,1.52954938040255,0.022,0.008,1
"Cd7",0.0581236501874875,1.52954938040255,0.022,0.008,1
"Mos",0.172878010985066,1.52954938040255,0.013,0.005,1
"Rln3",0.172878010985066,1.52954938040255,0.013,0.005,1
"Ccdc160",0.172878010985066,1.52954938040255,0.013,0.005,1
"Cldn2",0.172878010985066,1.52954938040255,0.013,0.005,1
"Itga2",4.45514847477979e-05,1.52954938040255,0.091,0.034,0.856056779428937
"Best1",2.6913688099369e-05,1.51587444350547,0.087,0.031,0.517146516829376
"Rab33a",0.000266394542174826,1.51267556183815,0.07,0.025,1
"Bco2",4.69385741581718e-06,1.49784052067521,0.109,0.04,0.0901924702449271
"Lcn9",0.014394408451798,1.49784052067521,0.035,0.013,1
"Kif2b",0.127831836179385,1.49784052067521,0.026,0.013,1
"Fgd6",2.41930181894813e-05,1.49533366506464,0.096,0.036,0.464868844510883
"Olfr1226",0.0400516085730522,1.4889073959052,0.026,0.01,1
"Ankrd60",0.0400516085730522,1.4889073959052,0.026,0.01,1
"Olfr159",0.0400516085730522,1.4889073959052,0.026,0.01,1
"Fhad1",0.0400516085730522,1.4889073959052,0.026,0.01,1
"Rdh7",0.0400516085730522,1.4889073959052,0.026,0.01,1
"Prss55",0.0400516085730522,1.4889073959052,0.026,0.01,1
"Timm8a2",0.0400516085730522,1.4889073959052,0.026,0.01,1
"Atf7ip2",0.0400516085730522,1.4889073959052,0.026,0.01,1
"Cacna1h",0.0400516085730522,1.4889073959052,0.026,0.01,1
"Lrrc30",0.0400516085730522,1.4889073959052,0.026,0.01,1
"Gpr152",0.0400516085730522,1.4889073959052,0.026,0.01,1
"H2-Eb2",0.100207047943314,1.4889073959052,0.022,0.01,1
"Myog",7.22419796403457e-10,1.47708196050841,0.187,0.067,1.38812963878924e-05
"Gpr162",0.0100865731882347,1.47296585203618,0.039,0.015,1
"Tnr",0.115099754488941,1.47296585203618,0.017,0.007,1
"Myf5",0.115099754488941,1.47296585203618,0.017,0.007,1
