"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Nnat",4.44796678207467e-33,3.72789522666779,0.542,0.101,7.90937453188518e-29
"Mup17",3.94717114448983e-55,3.70680603959184,0.735,0.119,7.01885972913181e-51
"Mup11",5.48415469831971e-08,3.67344744264541,0.072,0.007,0.000975192388455211
"Cyp2e1",1.92222845162051e-39,3.51159656324401,0.687,0.146,3.41810663267159e-35
"Ptger3",2.33232330332106e-41,3.48417709148367,0.59,0.095,4.1473372979655e-37
"Alx4",6.11796770018146e-05,3.45105502130896,0.048,0.006,1
"Col6a5",1.61155604354759e-10,3.39333952345268,0.12,0.014,2.86566895663632e-06
"Ptprr",7.14414391204989e-09,3.28642431953616,0.108,0.014,0.000127037167044071
"Olfr1382",0.00476197846587216,3.25840994336657,0.024,0.003,1
"Olfr78",8.87531428614568e-07,3.21401582400811,0.072,0.008,0.0157820838636243
"Rgs6",6.28752637886801e-05,3.18802061547517,0.048,0.006,1
"Mup10",2.8667701937021e-10,3.15887426981565,0.133,0.018,5.09769075844107e-06
"Mfsd4a",8.99943292743538e-07,3.15887426981565,0.072,0.008,0.0160027916315656
"Dgkb",4.0344797864024e-09,3.08848494192426,0.133,0.021,7.17411195618076e-05
"Megf10",0.000957638787987408,3.08848494192426,0.036,0.005,1
"Ccdc170",5.8733939952806e-10,3.04541622003237,0.12,0.015,1.0444069202408e-05
"Thrsp",2.15531615774326e-26,3.03403715790188,0.41,0.066,3.83258319169906e-22
"Stum",0.0019603347217051,3.02137074606572,0.048,0.009,1
"Syp",0.000189652425580518,2.99537553753277,0.048,0.007,1
"Sgsm1",1.70352533475835e-05,2.97300772450432,0.072,0.011,0.30292087502673
"AU021092",3.29551980148346e-06,2.93648184847921,0.084,0.013,0.0586009331099788
"Pth2r",0.0137642970822136,2.93648184847921,0.024,0.004,1
"Olfr159",0.0137642970822136,2.93648184847921,0.024,0.004,1
"Rfpl4b",0.0137642970822136,2.93648184847921,0.024,0.004,1
"Rsph14",0.0137642970822136,2.93648184847921,0.024,0.004,1
"Sebox",0.0137642970822136,2.93648184847921,0.024,0.004,1
"Cntnap5a",0.269986092202453,2.93648184847921,0.012,0.004,1
"Sele",3.4558035454504e-07,2.87989832011284,0.12,0.023,0.00614510986451989
"Slc26a10",7.43228149940056e-06,2.86609252058781,0.072,0.01,0.132160829622341
"Gucy1b1",1.83222436384251e-09,2.82545053609046,0.145,0.024,3.25806136378475e-05
"Zfp57",0.000476057876005837,2.82545053609046,0.048,0.008,1
"Cdo1",7.57743881305865e-44,2.81321480704259,0.867,0.246,1.34742016973809e-39
"Cidec",2.89812416692169e-42,2.79168655487473,0.843,0.245,5.15344439362016e-38
"Pthlh",0.00561011318969737,2.78036264656192,0.048,0.011,1
"Slc7a10",2.28679622814921e-27,2.77755584598615,0.506,0.101,4.06638105289493e-23
"Hrh1",2.55882450519882e-08,2.74056163850395,0.12,0.019,0.000455010173514453
"Ak5",2.78527353254044e-07,2.73484798730956,0.108,0.018,0.00495277339556342
"Pck1",1.35000331418007e-36,2.72012290401803,0.795,0.218,2.400575893275e-32
"Bhlhe22",0.00545524645783286,2.67344744264541,0.036,0.007,1
"Olfr273",0.00545524645783286,2.67344744264541,0.036,0.007,1
"Tmem35a",0.00545524645783286,2.67344744264541,0.036,0.007,1
"Vtn",5.64141080921056e-06,2.67344744264541,0.096,0.018,0.100315567009382
"A530016L24Rik",3.38236816251097e-14,2.67344744264541,0.229,0.038,6.014527066577e-10
"Acss3",3.57521212524555e-10,2.67344744264541,0.169,0.029,6.35744220111164e-06
"Nrip2",1.48577068316962e-06,2.67344744264541,0.096,0.016,0.0264199742881221
"Rims4",0.000200288952890357,2.67344744264541,0.06,0.01,1
"Sprn",0.000200288952890357,2.67344744264541,0.06,0.01,1
"Lypd2",0.000200288952890357,2.67344744264541,0.06,0.01,1
"Gja5",0.00026901328922171,2.67344744264541,0.108,0.031,1
"Mup12",0.00103722775618555,2.67344744264541,0.048,0.008,1
"Apc2",0.00103722775618555,2.67344744264541,0.048,0.008,1
"Defb34",0.0295901810436882,2.67344744264541,0.024,0.005,1
"Krtap6-3",0.0295901810436882,2.67344744264541,0.024,0.005,1
"Vmn2r106",0.0295901810436882,2.67344744264541,0.024,0.005,1
"Lama1",0.0295901810436882,2.67344744264541,0.024,0.005,1
"Pon1",1.53803185400104e-07,2.63162726695078,0.145,0.03,0.00273492824278465
"Fabp4",2.40108078498048e-41,2.62749785678492,1,0.873,4.2696018518523e-37
"Gnao1",2.29380769215489e-08,2.61455375359184,0.133,0.023,0.000407884883818983
"Echdc3",1.03770696219379e-05,2.6093171052257,0.096,0.019,0.1845250520173
"Foxd1",3.04343733470621e-06,2.60305811475401,0.096,0.017,0.0541184026857458
"Notum",0.00316797176828599,2.59544493064414,0.06,0.015,1
"Nova2",4.54746676647662e-17,2.58938317785694,0.277,0.045,8.08630540414873e-13
"Zc3h12b",0.00122147926280397,2.5739117690945,0.06,0.013,1
"Rgs4",0.0004545549863037,2.56382295147091,0.108,0.033,1
"Sh2d4b",1.12729887459738e-08,2.55797022522548,0.133,0.022,0.000200456285880907
"Hapln3",0.000398868222353391,2.55797022522548,0.06,0.011,1
"Pnpla3",0.000398868222353391,2.55797022522548,0.06,0.011,1
"Kif5c",0.00202154924145771,2.53594391889548,0.048,0.009,1
"Prrt1",0.00202154924145771,2.53594391889548,0.048,0.009,1
"Lrrc3",2.99704032517782e-05,2.5035224412031,0.084,0.016,0.53293371062312
"Tox2",0.0102906152590496,2.5035224412031,0.036,0.008,1
"Zfp647",0.0102906152590496,2.5035224412031,0.036,0.008,1
"Nhs",0.0102906152590496,2.5035224412031,0.036,0.008,1
"Pde3a",9.44061432092536e-08,2.49124411142466,0.193,0.05,0.00167873003854695
"Pcdh12",4.05622347557993e-05,2.48080236470302,0.072,0.012,0.721277658427624
"Kcnq1",0.0012383514376396,2.48080236470302,0.06,0.013,1
"Ffar4",1.22326221630469e-06,2.47181358147576,0.108,0.02,0.02175204873033
"Gpr135",0.000735202534625151,2.45105502130896,0.06,0.012,1
"Sv2a",0.0527900711663865,2.45105502130896,0.024,0.006,1
"Fbln5",3.61046417195986e-18,2.44534137011457,0.554,0.186,6.42012739057902e-14
"Mrap",1.51260972102754e-13,2.42769102824345,0.301,0.069,2.68972260593117e-09
"Epha3",3.83420751866469e-07,2.41710768938563,0.157,0.037,0.00681798780968956
"Hes7",0.00360327861074213,2.41041303681162,0.048,0.01,1
"Fam107a",0.00360327861074213,2.41041303681162,0.048,0.01,1
"P2rx1",0.00111159529351637,2.400428948239,0.084,0.024,1
"Rasl11b",9.52161156395094e-05,2.35151934775805,0.084,0.018,1
"Gpr20",0.000745654749347547,2.35151934775805,0.06,0.012,1
"St6galnac2",0.00107845608573414,2.35151934775805,0.072,0.018,1
"Magi2",0.0134099407710577,2.35151934775805,0.048,0.013,1
"Tmprss11e",0.0174757843678796,2.35151934775805,0.036,0.008,1
"Map3k21",0.0174757843678796,2.35151934775805,0.036,0.008,1
"Serpina3c",0.0174757843678796,2.35151934775805,0.036,0.008,1
"Ntn3",0.0174757843678796,2.35151934775805,0.036,0.008,1
"B3gat2",0.27262017322502,2.35151934775805,0.012,0.004,1
"Gpat2",0.27262017322502,2.35151934775805,0.012,0.004,1
"Vmn2r1",0.27262017322502,2.35151934775805,0.012,0.004,1
"St8sia2",0.27262017322502,2.35151934775805,0.012,0.004,1
"Olfr588-ps1",0.27262017322502,2.35151934775805,0.012,0.004,1
"Olfr472",0.27262017322502,2.35151934775805,0.012,0.004,1
"Hcn4",0.27262017322502,2.35151934775805,0.012,0.004,1
"Gpr6",0.27262017322502,2.35151934775805,0.012,0.004,1
"Hmga2",0.27262017322502,2.35151934775805,0.012,0.004,1
"Olfr1378",0.27262017322502,2.35151934775805,0.012,0.004,1
"1700125H20Rik",0.27262017322502,2.35151934775805,0.012,0.004,1
"Pcdh9",0.27262017322502,2.35151934775805,0.012,0.004,1
"4933412E24Rik",0.27262017322502,2.35151934775805,0.012,0.004,1
"Rab39b",0.27262017322502,2.35151934775805,0.012,0.004,1
"Rasgrf2",4.59833288004314e-14,2.35151934775805,0.289,0.06,8.17675552729271e-10
"Nr2f2",2.62942001571681e-09,2.35151934775805,0.265,0.076,4.67563467194763e-05
"Adig",2.70730716135679e-33,2.31655950940425,0.819,0.246,4.81413359432465e-29
"Hoxd10",0.000154245825688027,2.3108773632607,0.072,0.014,1
"Gng7",0.0338156987030017,2.3108773632607,0.048,0.016,1
"Ednra",6.64508088428929e-07,2.30666511197379,0.169,0.043,0.0118162828284432
"Olfr558",0.0057548446525068,2.29493581939168,0.072,0.023,1
