"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Trbv13-3",4.34399877661502e-11,6.44294349584873,0.024,0,7.58288426445919e-07
"Wap",4.34399877661502e-11,6.44294349584873,0.024,0,7.58288426445919e-07
"Nptx1",4.34399877661502e-11,6.44294349584873,0.024,0,7.58288426445919e-07
"Ppfia4",3.88235014699498e-13,5.12101540096137,0.071,0.002,6.77703041659444e-09
"Gm5414",0.0308271366220439,4.95751666867849,0.024,0.003,1
"Jakmip2",1.84993301951227e-27,4.70597790168252,0.19,0.008,3.22924307886062e-23
"Cpm",8.1619757804379e-37,4.47465235557607,0.357,0.022,1.42475449223324e-32
"Mgat5b",4.94899130688111e-21,4.44294349584873,0.167,0.008,8.63895922529167e-17
"Chga",0.000141848124817372,4.27301849440642,0.048,0.004,1
"Ano7",2.7884153907827e-16,4.25029841790633,0.143,0.008,4.86745790615028e-12
"Otop3",2.90932605810914e-21,4.22055107451228,0.19,0.011,5.07851956703532e-17
"Lce3a",5.61083061249061e-17,4.22055107451228,0.167,0.011,9.7942659171636e-13
"Krt78",1.1307002537999e-63,4.16776366015285,0.81,0.074,1.9737503630331e-59
"Il1f8",3.32048660986206e-39,4.15343687865374,0.452,0.035,5.79624142617522e-35
"Psca",9.68399610104086e-08,4.12101540096137,0.071,0.005,0.00169043835939769
"Smpd3",9.53815465086523e-20,4.08930654123403,0.19,0.012,1.66498027585503e-15
"Cbs",8.56660804320995e-15,4.08037341646402,0.143,0.009,1.49538710002273e-10
"Tmprss11f",2.24779811558346e-28,4.04084505227738,0.286,0.019,3.92375639056248e-24
"Pla2g4f",4.70882087672523e-68,4.03695113617289,0.833,0.074,8.21971772241157e-64
"Serpina12",1.67193325140785e-44,4.02790599656988,0.452,0.03,2.91852668365755e-40
"Slc5a9",9.34947097061429e-55,4.02025242402645,0.69,0.061,1.63204365263043e-50
"Frmpd1",1.48969553503229e-22,4.00998408857262,0.214,0.013,2.60041252595236e-18
"Tgm3",1.63485147883154e-37,4.00237090446275,0.405,0.028,2.85379674144833e-33
"Elf5",3.83588245414252e-14,4.00237090446275,0.143,0.01,6.69591641195118e-10
"Zfp473",3.72419449268456e-07,3.98351187721143,0.071,0.005,0.00650095390643017
