"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Fer1l5",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"1700010B08Rik",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Ifna4",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Insl5",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Olfr62",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Tex46",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Lpcat2b",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Rnf212",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Qrfprl",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Igkv7-33",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Reg2",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Klra9",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Kirrel2",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Olfr299",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Mrgprd",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Olfr1394",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Tnfrsf13b",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Slc47a2",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Tmem238l",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Tex19.2",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Ppp1r3g",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Zfp457",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Rxfp3",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Apol9b",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Fpr-rs3",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Chst9",2.69625018588099e-07,5.72711962465594,0.015,0,0.00470657432447386
"Csf2",9.66262178484481e-39,5.34860800140221,0.191,0.007,1.68670725876251e-34
"Brinp1",0.000464277977051034,4.72711962465594,0.015,0.001,1
"Kctd14",0.000464277977051034,4.72711962465594,0.015,0.001,1
"Gm10775",0.000464277977051034,4.72711962465594,0.015,0.001,1
"6430531B16Rik",1.86977938284105e-06,3.91976470259833,0.044,0.003,0.0326388689068734
"Olfr393",1.86977938284105e-06,3.91976470259833,0.044,0.003,0.0326388689068734
"Mybpc3",7.06671131171928e-10,3.8526505067398,0.074,0.006,1.23356512657372e-05
"Ch25h",8.86352115261647e-26,3.84576412115456,0.221,0.018,1.54721625240073e-21
"Gzma",1.63480593411765e-17,3.84576412115456,0.176,0.018,2.85371723859576e-13
"Angptl8",3.18699852981512e-09,3.72711962465594,0.074,0.006,5.56322463364528e-05
"Ppm1n",8.11974183153122e-06,3.72711962465594,0.044,0.004,0.141738213411209
"Olfr8",8.11974183153122e-06,3.72711962465594,0.044,0.004,0.141738213411209
"Mmp13",7.00623564883173e-30,3.72711962465594,0.221,0.014,1.22300849486007e-25
"1700012B09Rik",0.000419232998635453,3.72711962465594,0.029,0.003,1
"F7",3.73847823754418e-21,3.67649355158597,0.176,0.014,6.52588761145712e-17
"9130230L23Rik",1.38799842926883e-14,3.62020442073942,0.147,0.015,2.42289005813168e-10
"Tmc8",7.7822432389978e-15,3.589616100906,0.132,0.012,1.35846837979946e-10
"Nap1l3",2.70774436032281e-05,3.55719462321362,0.044,0.004,0.47266385553795
"Cebpe",8.55114960124782e-10,3.53447454671354,0.088,0.008,1.49268867439382e-05
"H2-Eb2",0.00122974449770726,3.50472720331949,0.029,0.003,1
"Serpine1",5.37205676034072e-53,3.49979911982264,1,0.319,9.37746228085076e-49
"Ccl17",2.6286289369033e-09,3.4470117054632,0.088,0.009,4.5885346722584e-05
"Hsh2d",3.95069231714273e-12,3.43761300746095,0.118,0.012,6.89632850880435e-08
"Fosl1",7.11195680728832e-41,3.41633208737377,0.5,0.063,1.24146318028025e-36
"Ifit1",3.43120462056325e-27,3.40519152976857,0.294,0.031,5.98951078565521e-23
"Tnfsf8",7.40448985154851e-05,3.40519152976857,0.044,0.005,1
"Oas1g",7.40448985154851e-05,3.40519152976857,0.044,0.005,1
"AA467197",4.33353814298195e-60,3.40249742059931,0.765,0.109,7.5646241823893e-56
"Ggt1",1.13394292201176e-11,3.37348267004124,0.118,0.012,1.97941076466373e-07
"Cd177",2.93361656959264e-22,3.34860800140221,0.25,0.028,5.12092108388091e-18
"Olfr686",0.00285473234364017,3.31208212537709,0.029,0.004,1
"Vmn1r219",0.00285473234364017,3.31208212537709,0.029,0.004,1
"Ngp",4.9065249774775e-38,3.25505118034071,0.412,0.043,8.56483000068473e-34
"Bcl2a1b",1.16114800081472e-37,3.25178161510928,0.441,0.051,2.02689995022217e-33
"Ifit3",1.43888808917455e-25,3.25068158071295,0.294,0.033,2.51172304846309e-21
"Car6",4.87026986699259e-12,3.2416927974857,0.132,0.015,8.50154307982227e-08
"Rsad2",9.11906300118708e-47,3.24033751787368,0.603,0.078,1.59182363748722e-42
"Gm6377",7.07986784780223e-12,3.18279910843213,0.147,0.019,1.23586173151236e-07
"Serpina3f",1.52306509363814e-06,3.14215712393478,0.074,0.009,0.0265866242745474
"C8g",0.00562199992230267,3.14215712393478,0.029,0.004,1
"Ccdc73",0.00562199992230267,3.14215712393478,0.029,0.004,1
"9330182L06Rik",0.00562199992230267,3.14215712393478,0.029,0.004,1
"Olfr959",0.00562199992230267,3.14215712393478,0.029,0.004,1
"Iqcf5",0.00562199992230267,3.14215712393478,0.029,0.004,1
"Adam26a",0.22760480015802,3.14215712393478,0.015,0.004,1
"Cd27",0.0881045236430197,3.14215712393478,0.015,0.003,1
"Ccl24",1.21629330591586e-33,3.12672708336517,0.529,0.088,2.12316159480672e-29
"Clec5a",2.79129454867446e-41,3.02766233422791,0.706,0.135,4.87248376416614e-37
"Vmn2r17",0.000683035406868882,3.02667990651485,0.044,0.007,1
"Ifi44",6.54324750483247e-09,3.02667990651484,0.103,0.013,0.000114218928444356
"Bcl2a1d",4.11453161234818e-07,3.01091259065653,0.088,0.012,0.00718232638251498
"Mmp8",8.17917451943092e-25,3.00830137719999,0.324,0.042,1.42775670411186e-20
"Arg1",1.58315834260436e-41,3.0016708466579,1,0.636,2.76356120285017e-37
"Ifi206",3.67158769365076e-09,2.99015403048973,0.118,0.016,6.40912347803677e-05
"Hyal1",6.00699474816526e-06,2.99015403048973,0.074,0.011,0.104858100323973
"Foxd4",6.00699474816526e-06,2.99015403048973,0.074,0.011,0.104858100323973
"Ccno",0.00981871149344067,2.99015403048973,0.029,0.005,1
"Traj20",0.00981871149344067,2.99015403048973,0.029,0.005,1
"Ltf",3.25287324714246e-11,2.95453012075901,0.147,0.02,5.67821554021189e-07
"Il1a",7.30660220832249e-53,2.95044432068776,0.809,0.141,1.27544048148477e-48
"Msantd1",0.00119294375814743,2.91976470259833,0.044,0.007,1
"Mgarp",3.83576074977077e-08,2.91976470259833,0.118,0.018,0.000669570396479985
"Xkr9",0.132110324334208,2.91976470259833,0.015,0.003,1
"Lyg1",0.132110324334208,2.91976470259833,0.015,0.003,1
"Tmem236",0.132110324334208,2.91976470259833,0.015,0.003,1
"Amn",0.132110324334208,2.91976470259833,0.015,0.003,1
"Tg",0.132110324334208,2.91976470259833,0.015,0.003,1
"Pcdha3",0.132110324334208,2.91976470259833,0.015,0.003,1
"Nfe2",3.68713925101794e-17,2.90769187029776,0.235,0.032,6.43627027657691e-13
"Tfpi2",8.87467983430534e-12,2.90114902443098,0.147,0.019,1.54916411187634e-07
"Osm",1.70678647473931e-44,2.89587408239031,0.662,0.102,2.97936647030494e-40
"Trem1",3.6021045645157e-36,2.89312957609487,0.515,0.074,6.28783372781862e-32
"A530064D06Rik",1.60355591906513e-22,2.86318117423196,0.324,0.046,2.79916721232009e-18
"Cxcl1",3.1433814362329e-31,2.85499444720809,0.544,0.098,5.48708663508815e-27
"Gm17455",1.91835603657941e-05,2.8526505067398,0.074,0.012,0.334868229745301
"Trim69",0.0156651802681243,2.8526505067398,0.029,0.006,1
"Lhx8",0.0156651802681243,2.8526505067398,0.029,0.006,1
"Duxf3",0.0156651802681243,2.8526505067398,0.029,0.006,1
"Spink11",0.0156651802681243,2.8526505067398,0.029,0.006,1
"Cass4",3.15864991530231e-37,2.83582588409844,0.603,0.101,5.51373929215171e-33
"Gpr84",3.45623420942111e-10,2.83403482857245,0.162,0.027,6.03320243596548e-06
"Olfm4",7.98913456410173e-21,2.82899923867515,0.294,0.041,1.3945833295096e-16
"Ccl4",2.01096377943159e-44,2.8252073787951,1,0.442,3.51033837337578e-40
"Cd244a",2.79363647436983e-11,2.82022902904742,0.162,0.024,4.87657182965997e-07
"Olfr807",0.00195278559260522,2.82022902904742,0.044,0.008,1
"Steap1",8.74656187755093e-10,2.77958704455007,0.162,0.028,1.52679984134529e-05
"Gipr",5.36067722606554e-09,2.76364550068105,0.132,0.021,9.35759816582001e-05
"Gbp5",4.22585410332901e-15,2.74983970115602,0.221,0.032,7.37665092277112e-11
"Nnat",6.79787187901477e-06,2.72711962465594,0.088,0.015,0.118663651520082
"Zfp444",0.00302826847930597,2.72711962465594,0.044,0.008,1
"Kctd16",0.00302826847930597,2.72711962465594,0.044,0.008,1
"Olfr1179",0.0233063999482622,2.72711962465594,0.029,0.006,1
"Nfe2l3",0.0233063999482622,2.72711962465594,0.029,0.006,1
"Cxcr5",0.0233063999482622,2.72711962465594,0.029,0.006,1
"Spata17",0.180204400467326,2.72711962465594,0.015,0.004,1
"Adamts13",0.180204400467326,2.72711962465594,0.015,0.004,1
"Olfr1136",0.180204400467326,2.72711962465594,0.015,0.004,1
"1110017D15Rik",0.180204400467326,2.72711962465594,0.015,0.004,1
"Tas2r108",0.180204400467326,2.72711962465594,0.015,0.004,1
"Zfp235",0.180204400467326,2.72711962465594,0.015,0.004,1
"Esm1",0.180204400467326,2.72711962465594,0.015,0.004,1
"Pcdhb8",0.180204400467326,2.72711962465594,0.015,0.004,1
"Il12a",1.80095432575494e-09,2.72711962465594,0.132,0.019,3.14374587103783e-05
"Pgf",9.13571650841024e-09,2.72711962465594,0.132,0.021,0.000159473067370809
"Upp1",1.3037136394854e-42,2.70560106240138,0.882,0.246,2.27576252908572e-38
"Tnfrsf9",1.03088377525819e-14,2.70327288270157,0.206,0.029,1.79951071809069e-10
"Ccl2",1.14494173285107e-30,2.69737228126188,0.632,0.138,1.99861028886482e-26
"Tnf",3.26826300412106e-47,2.68315842204218,0.926,0.232,5.70507989999372e-43
"Cd300lf",6.77505974679041e-42,2.68284661296101,1,0.394,1.18265442939973e-37
"Csf2rb2",1.33651961865513e-12,2.67981390987758,0.206,0.034,2.33302864632439e-08
"Ppp1r3b",5.36509129638617e-36,2.66822593560237,0.721,0.156,9.3653033669717e-32
"Ptx3",3.82211912798833e-33,2.66199081322523,0.926,0.375,6.67189114981642e-29
"Treml4",9.5591126951925e-09,2.65673029676454,0.132,0.021,0.00016686387120728
"Tagap",1.90272606258518e-07,2.64911711265466,0.118,0.02,0.00332139861484869
"Fam110c",2.20683191346953e-06,2.64911711265466,0.103,0.018,0.038522457881524
