Feature,Normalized.Dispersion
ENSMUSG00000051951,2.7969289556823482
ENSMUSG00000025900,0.9987616111061647
ENSMUSG00000025902,-0.3866806274721977
ENSMUSG00000025903,-0.3648094695088503
ENSMUSG00000033813,0.6063544579076997
ENSMUSG00000002459,0.9398084184805632
ENSMUSG00000033793,0.2870814503267925
ENSMUSG00000025905,0.8420183166466784
ENSMUSG00000033774,-1.1132399467305576
ENSMUSG00000025907,-1.0246073036405319
ENSMUSG00000033740,0.2562304489599352
ENSMUSG00000051285,7.734121270105966
ENSMUSG00000025909,0.6951152524934193
ENSMUSG00000061024,-1.5721615479210895
ENSMUSG00000025911,0.18897110610148365
ENSMUSG00000067879,0.9737194117732242
ENSMUSG00000025912,0.8221251392473696
ENSMUSG00000045210,5.362001318374748
ENSMUSG00000025915,-0.7131650015783628
ENSMUSG00000046101,0.301570898777774
ENSMUSG00000099032,-1.3005138142077324
ENSMUSG00000025916,0.2656621283019005
ENSMUSG00000025917,0.34189498343299585
ENSMUSG00000056763,-0.6542111981216476
ENSMUSG00000067851,2.345072722439417
ENSMUSG00000042501,-0.3356289505665419
ENSMUSG00000048960,-1.6830379132136726
ENSMUSG00000057715,0.967558675133692
ENSMUSG00000016918,4.1157802097233995
ENSMUSG00000025938,-0.6822989431653427
ENSMUSG00000042414,0.8569096719213342
ENSMUSG00000005886,-0.40616583016331853
ENSMUSG00000025935,-0.14837409860421946
ENSMUSG00000025937,-1.1155738366532773
ENSMUSG00000067813,-0.6067505949323193
ENSMUSG00000025932,-0.7739472630316235
ENSMUSG00000025930,-0.9892033229262384
ENSMUSG00000032769,3.117252567272627
ENSMUSG00000092083,0.6855632419093859
ENSMUSG00000025925,-0.49737962380795586
ENSMUSG00000032719,-1.485251337306541
ENSMUSG00000067795,-1.007962348583101
ENSMUSG00000025921,3.5485219609484053
ENSMUSG00000025920,-0.27388353140433774
ENSMUSG00000025939,-0.17377766770801578
ENSMUSG00000025940,-1.1923808453948415
ENSMUSG00000025779,3.186039664532696
ENSMUSG00000042686,-0.22123534224777347
ENSMUSG00000025777,-0.03783606037181144
ENSMUSG00000067780,-0.9234919369834599
ENSMUSG00000025776,-0.6210742551527924
ENSMUSG00000025774,0.5432089053661374
ENSMUSG00000073735,0.8853915175947273
ENSMUSG00000067773,1.4973098450110351
ENSMUSG00000042596,0.2216805530547589
ENSMUSG00000025927,-0.3920151767363397
ENSMUSG00000043760,-0.4373915298808748
ENSMUSG00000025929,-0.08548748232519622
ENSMUSG00000041872,-1.5312109122672224
ENSMUSG00000041859,-0.08793359730847564
ENSMUSG00000025931,-1.5310010160757674
ENSMUSG00000041809,-0.589265064493072
ENSMUSG00000041779,1.85144265714673
ENSMUSG00000025933,0.5831282350864562
ENSMUSG00000025934,-0.8554504130769792
ENSMUSG00000041722,-1.2944885854209989
ENSMUSG00000085079,0.4954243943714715
ENSMUSG00000028033,-1.5574080694583379
ENSMUSG00000041670,0.9565009115744323
ENSMUSG00000026158,3.678534193415703
ENSMUSG00000026156,1.308719982102104
ENSMUSG00000026155,0.6449126620529144
ENSMUSG00000026154,-1.5129677484491213
ENSMUSG00000026153,2.209745414922607
ENSMUSG00000026147,1.499802457164741
ENSMUSG00000026141,-0.9844522356593763
ENSMUSG00000073725,3.137099869707439
ENSMUSG00000033569,2.230409774531298
ENSMUSG00000073722,1.0010180617913946
ENSMUSG00000048411,NaN
ENSMUSG00000048874,1.1693741606536088
ENSMUSG00000026064,0.08113353257184912
ENSMUSG00000117310,2.24766731369374
ENSMUSG00000086727,NaN
ENSMUSG00000050217,0.6373453875051852
ENSMUSG00000026063,NaN
ENSMUSG00000091318,2.565418528125514
ENSMUSG00000026134,0.9353755937028125
ENSMUSG00000004768,2.9945108327958985
ENSMUSG00000042215,-0.7192709209975607
ENSMUSG00000042197,-1.8566898901282944
ENSMUSG00000042182,0.5793338595158095
ENSMUSG00000026131,-0.7281483294457779
ENSMUSG00000042111,-0.5598660692031204
ENSMUSG00000026127,2.5554473451802613
ENSMUSG00000026126,3.1648985064048154
ENSMUSG00000026125,-1.8783608545997539
ENSMUSG00000026124,4.0559698703426506
ENSMUSG00000037529,0.5552933096565642
ENSMUSG00000045174,1.9283732881814355
ENSMUSG00000037509,1.8452114586930057
ENSMUSG00000118272,-2.258284414017459
ENSMUSG00000037503,-0.5417182212357698
ENSMUSG00000026123,-1.8422858450219237
ENSMUSG00000045216,1.8836769958887378
ENSMUSG00000037470,-0.15968997804655516
ENSMUSG00000047180,2.1074653558507115
ENSMUSG00000037447,-1.091909872861427
ENSMUSG00000010453,2.6502767867098322
ENSMUSG00000037432,-0.7337358514896983
ENSMUSG00000001143,3.397165655650902
ENSMUSG00000037408,-1.415015644464524
ENSMUSG00000001138,1.472682468048242
ENSMUSG00000067653,4.208108262560784
ENSMUSG00000079610,-0.48422393210978476
ENSMUSG00000026121,2.668508428175829
ENSMUSG00000046337,-2.3417240326555424
ENSMUSG00000061518,-1.431735867342256
ENSMUSG00000037351,-0.9016506354101912
ENSMUSG00000102416,-1.1050599416577453
ENSMUSG00000026117,-1.9281483689055732
ENSMUSG00000026116,0.6154608236489919
ENSMUSG00000050122,1.2490316509355568
ENSMUSG00000026114,2.2662281096805392
ENSMUSG00000026113,0.028681427184244938
ENSMUSG00000026112,-1.3120409696119115
ENSMUSG00000026111,-1.189894095562221
ENSMUSG00000026110,2.149323724737027
ENSMUSG00000026090,3.3420319146138224
ENSMUSG00000060771,1.1564032962014272
ENSMUSG00000037216,-0.6580785534481015
ENSMUSG00000026088,0.05362413353658934
ENSMUSG00000061584,1.5307637802558918
ENSMUSG00000026085,-0.6851669886607179
ENSMUSG00000026082,-0.4788153413783704
ENSMUSG00000037138,0.6405904786000509
ENSMUSG00000048814,-1.720946332286193
ENSMUSG00000026080,-0.8254098660097141
ENSMUSG00000026078,-0.17884294124594605
ENSMUSG00000026077,-1.4119130498667412
ENSMUSG00000003134,2.9385242609680002
ENSMUSG00000003135,0.5004376797084791
ENSMUSG00000048234,3.0186395313678145
ENSMUSG00000050967,-1
ENSMUSG00000057173,1.6014512658052062
ENSMUSG00000091937,1.6427167504294977
ENSMUSG00000026074,-1.1289041289808726
ENSMUSG00000026073,6.1767391055349155
ENSMUSG00000026072,0.6873693670593655
ENSMUSG00000070942,0.08922509761225857
ENSMUSG00000026069,1.9975381287718696
ENSMUSG00000026070,-1.8237310997104477
ENSMUSG00000026068,8.618825705798365
ENSMUSG00000026062,-1.2555146659792895
ENSMUSG00000041945,-0.3986742318135119
ENSMUSG00000079588,1.9867068129999166
ENSMUSG00000045515,0.10042990413848912
ENSMUSG00000041907,NaN
ENSMUSG00000070939,-0.7811990368773969
ENSMUSG00000010290,1.0502530064812916
ENSMUSG00000008136,-1.8542751003022775
ENSMUSG00000066877,-1.300745230684088
ENSMUSG00000026051,2.405251341733302
ENSMUSG00000057363,1.4149099039606972
ENSMUSG00000041763,1.6227915889118507
ENSMUSG00000047343,0.903486880775513
ENSMUSG00000091844,3.1205818171051
ENSMUSG00000026049,7.016027891447424
ENSMUSG00000026047,0.39316617166687406
ENSMUSG00000041684,1.565903245084463
ENSMUSG00000026048,-1.3721493121089101
ENSMUSG00000046828,7.674527249781788
ENSMUSG00000056870,1.8670120340030856
ENSMUSG00000026043,-0.2600007828135493
ENSMUSG00000026042,-0.2424111459942292
ENSMUSG00000025995,-1.9937153865326231
ENSMUSG00000025993,-0.013098753089697275
ENSMUSG00000101337,NaN
ENSMUSG00000025986,-0.9322475702458969
ENSMUSG00000026109,2.0365124558503376
ENSMUSG00000045954,-0.2386298278157
ENSMUSG00000026107,1.2354810822745321
ENSMUSG00000018417,8.803505284603764
ENSMUSG00000062939,-0.31509360491563093
ENSMUSG00000026104,0.5217015282767492
ENSMUSG00000026103,0.03494208479612705
ENSMUSG00000043015,-0.44029091076507887
ENSMUSG00000041439,-0.5506950956190249
ENSMUSG00000026102,2.2052149697884476
ENSMUSG00000041426,-1.6453253924524613
ENSMUSG00000043629,4.753462653985665
ENSMUSG00000026100,0.6657005371529372
ENSMUSG00000060715,1.226616155517344
ENSMUSG00000026098,12.554008937518539
ENSMUSG00000026097,0.3865807508170569
ENSMUSG00000026096,2.158932880455489
ENSMUSG00000026095,-1.0939653233800288
ENSMUSG00000026094,2.550637198940757
ENSMUSG00000042807,4.38683792332142
ENSMUSG00000025983,0.5982600964330858
ENSMUSG00000109809,1.4274806488482563
ENSMUSG00000073678,-0.9788260715633021
ENSMUSG00000052331,0.7975564243703455
ENSMUSG00000025982,2.379352179321099
ENSMUSG00000025981,-2.3225432279077425
ENSMUSG00000025980,-0.26185374021377444
ENSMUSG00000073676,-0.44743388402549134
