"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Olfr1221",0.000196300880148189,4.20736833062451,0.011,0,1
"Serpinb9c",2.24326999058076e-05,3.42976075196095,0.023,0.002,0.387008938774992
"Sult1d1",6.48285533992225e-09,3.20736833062451,0.05,0.005,0.000111842220324339
"Fcrlb",9.01712363885134e-110,3.12936581862323,0.786,0.154,1.55563417017463e-105
"Mmp12",3.97963869690128e-19,3.07410179976104,0.156,0.026,6.86567267989409e-15
"Vmn2r19",8.92380695246602e-06,3.05536523717946,0.031,0.003,0.153953517543944
"Tyr",0.000121749520033013,3.01472325268211,0.023,0.002,1
"Gm1553",0.000121749520033013,3.01472325268211,0.023,0.002,1
"Vmn2r111",4.94684276031642e-06,2.94433392479071,0.034,0.004,0.085342931300979
"Ms4a1",4.94684276031642e-06,2.94433392479071,0.034,0.004,0.085342931300979
"Mmp13",5.04618188627841e-14,2.89924603526217,0.118,0.021,8.7056729902075e-10
"Tas2r129",7.93503269488478e-09,2.88544023573714,0.057,0.007,0.000136895184052152
"Gipr",3.81841717603466e-38,2.87363093344751,0.328,0.06,6.58753331209499e-34
"Olfr1101",2.62647358461583e-06,2.8594450272042,0.038,0.005,0.0453119222817923
"1700012B09Rik",1.03875294430717e-07,2.8447982512398,0.05,0.007,0.00179205657951874
"Olfr1275",1.35475378489413e-06,2.79233083134566,0.042,0.006,0.0233722122969934
"Olfr117",3.48299346003953e-05,2.79233083134566,0.031,0.004,0.60088603172602
"Krtap20-2",0.000924085521388761,2.79233083134566,0.019,0.002,1
"Vmn2r67",1.76312322544535e-05,2.72194150345427,0.034,0.005,0.304174018853832
"Olfr629",1.76312322544535e-05,2.72194150345427,0.034,0.005,0.304174018853832
"Ccr1l1",1.76312322544535e-05,2.72194150345427,0.034,0.005,0.304174018853832
"Cul2",1.76312322544535e-05,2.72194150345427,0.034,0.005,0.304174018853832
"Minar2",1.76312322544535e-05,2.72194150345427,0.034,0.005,0.304174018853832
"Olfr1120",8.7538920052179e-06,2.6667999492618,0.038,0.006,0.151022144874019
"Krtap4-2",8.7538920052179e-06,2.6667999492618,0.038,0.006,0.151022144874019
"Slc7a2",2.29983614051357e-46,2.63744522936749,0.458,0.104,3.967677309614e-42
"Car6",3.50205841639088e-12,2.62240582990335,0.103,0.018,6.04175117995754e-08
"Nmbr",4.28867271073132e-06,2.62240582990335,0.042,0.007,0.0739881816055367
"Olfr275",0.000229419742558674,2.62240582990335,0.027,0.004,1
"Ccdc14",0.00278635053910016,2.62240582990335,0.011,0.001,1
"Cyp4a14",0.0135270376854654,2.62240582990335,0.011,0.002,1
"9930022D16Rik",2.08081176455725e-06,2.58587995387824,0.046,0.007,0.0358981645621416
"Vmn1r11",0.000110990713349955,2.56993841000921,0.031,0.005,1
"Olfr820",0.000110990713349955,2.56993841000921,0.031,0.005,1
