Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSMUSG00000051951,Xkr4,0.001929303641628329,-2.541937955732287,0.07995967527025882,0.013515359397765903,2.541937955732287,0.07995967527025882
ENSMUSG00000025900,Rp1,0.0028939554624424937,-2.126900456453443,0.17632810010515906,0.013515359397765903,2.126900456453443,0.17632810010515906
ENSMUSG00000025902,Sox17,0.05594980560722154,2.492708187074604,0.008166266910738363,0.0067576796988829515,-2.492708187074604,0.008166266910738363
ENSMUSG00000025903,Lypla1,0.11189961121444308,0.6059607393800266,0.38020466450715124,0.070955636838271,-0.6059607393800266,0.38020466450715124
ENSMUSG00000033813,Tcea1,0.3096532344813468,0.5486645930486196,0.3257465821624367,0.2094880706653715,-0.5486645930486196,0.3257465821624367
ENSMUSG00000002459,Rgs20,0.03183351008686743,0.960562384796896,0.2934308834366777,0.013515359397765903,-0.960562384796896,0.2934308834366777
ENSMUSG00000033793,Atp6v1h,0.07234888656106234,0.7425154337364126,0.2975773307992481,0.04054607819329771,-0.7425154337364126,0.2975773307992481
ENSMUSG00000025905,Oprk1,0.003858607283256658,-0.4830442666787187,1,0.0033788398494414757,0.4830442666787187,1
ENSMUSG00000033774,Npbwr1,0.01061117002895581,1.7799901391550756,0.27742483471734225,0,-1.7799901391550756,0.27742483471734225
ENSMUSG00000025907,Rb1cc1,0.11382891485607141,1.0898454017418624,0.08767985233910998,0.050682597741622135,-1.0898454017418624,0.08767985233910998
ENSMUSG00000033740,St18,0.0057879109248849875,-1.8049723615660813,0.17130766252018137,0.020273039096648855,1.8049723615660813,0.17130766252018137
ENSMUSG00000051285,Pcmtd1,0.12058147760177057,0.7799901391550752,0.26561943775474633,0.06757679698882951,-0.7799901391550752,0.26561943775474633
ENSMUSG00000025909,Sntg1,0.001929303641628329,-1.8049723615660804,0.3683169592509909,0.0067576796988829515,1.8049723615660804,0.3683169592509909
ENSMUSG00000061024,Rrs1,0.09742983390223062,-0.1325470195945857,0.8264969006784042,0.10474403533268575,0.1325470195945857,0.8264969006784042
ENSMUSG00000025911,Adhfe1,0.019293036416283292,-0.5825799402296328,0.6061938094479934,0.027030718795531806,0.5825799402296328,0.6061938094479934
ENSMUSG00000067879,Vxn,0.001929303641628329,-4.027364782902528,0.00045768693001315124,0.04392491804273919,4.027364782902528,0.00045768693001315124
ENSMUSG00000025912,Mybl1,0.01736373277465496,-0.5570448481224961,0.6391794256676657,0.02365187894609033,0.5570448481224961,0.6391794256676657
ENSMUSG00000045210,Vcpip1,0.0733135383818765,-0.49238213125805474,0.43649198934614986,0.10136519548324427,0.49238213125805474,0.43649198934614986
ENSMUSG00000025915,Sgk3,0.09357122661897396,-0.4381900308944582,0.5035748970500713,0.1250170744293346,0.4381900308944582,0.5035748970500713
ENSMUSG00000046101,Mcmdc2,0.0057879109248849875,-2.1675424409507897,0.07995967527025882,0.027030718795531806,2.1675424409507897,0.07995967527025882
ENSMUSG00000099032,Tcf24,0.003858607283256658,-1.4830442666787187,0.35657883248155403,0.010136519548324428,1.4830442666787187,0.35657883248155403
ENSMUSG00000025916,Ppp1r42,0.003858607283256658,-2.4830442666787187,0.07473132244494513,0.02365187894609033,2.4830442666787187,0.07473132244494513
ENSMUSG00000025917,Cops5,0.28939554624424935,1.1807198017500358,0.029404456953391493,0.1250170744293346,-1.1807198017500358,0.029404456953391493
ENSMUSG00000056763,Cspp1,0.13505125491398304,-0.022973013785370977,0.974491821132027,0.13515359397765903,0.022973013785370977,0.974491821132027
ENSMUSG00000067851,Arfgef1,0.20547083783341705,0.5102298701329677,0.4093812451040656,0.141911273676542,-0.5102298701329677,0.4093812451040656
ENSMUSG00000042501,Cpa6,0.001929303641628329,-2.541937955732287,0.07995967527025882,0.013515359397765903,2.541937955732287,0.07995967527025882
ENSMUSG00000048960,Prex2,0.03762142101175242,1.5169557333212813,0.09820499001112641,0.010136519548324428,-1.5169557333212813,0.09820499001112641
ENSMUSG00000057715,A830018L16Rik,0.0028939554624424937,-2.8049723615660804,0.03935006961679243,0.02365187894609033,2.8049723615660804,0.03935006961679243
ENSMUSG00000016918,Sulf1,0.09646518208141645,0.6833141197434016,0.38238836609791005,0.05744027744050509,-0.6833141197434016,0.38238836609791005
ENSMUSG00000025938,Slco5a1,0.024116295520354113,-0.563964262062286,0.6167288055854185,0.033788398494414756,0.563964262062286,0.6167288055854185
ENSMUSG00000042414,Prdm14,0.0009646518208141645,-3.126900456453443,0.08671028103671677,0.013515359397765903,3.126900456453443,0.08671028103671677
ENSMUSG00000005886,Ncoa2,0.05884376106966404,0.1492239488207936,0.9213891311201021,0.050682597741622135,-0.1492239488207936,0.9213891311201021
ENSMUSG00000025935,Tram1,0.5353817605518614,0.7441131028264786,0.14468349167378355,0.3176109458474987,-0.7441131028264786,0.14468349167378355
ENSMUSG00000025937,Lactb2,0.019293036416283292,0.5873450612126794,0.6330007532794377,0.010136519548324428,-0.5873450612126794,0.6330007532794377
ENSMUSG00000025932,Eya1,0.016399080953840798,-1.6350473601237692,0.06514858931892385,0.050682597741622135,1.6350473601237692,0.06514858931892385
ENSMUSG00000025930,Msc,0.001929303641628329,-2.2200098608449244,0.19071013708775325,0.010136519548324428,2.2200098608449244,0.19071013708775325
ENSMUSG00000032769,Trpa1,0.0028939554624424937,-2.3899348622872365,0.09020104561833778,0.016894199247207378,2.3899348622872365,0.09020104561833778
ENSMUSG00000092083,Kcnb2,0.001929303641628329,-2.2200098608449244,0.22264079130471282,0.010136519548324428,2.2200098608449244,0.22264079130471282
ENSMUSG00000025925,Terf1,0.05209119832396489,0.06949675635005992,1,0.04730375789218066,-0.06949675635005992,1
ENSMUSG00000032719,Sbspon,0.035692117370124087,1.442955151877504,0.131513473124843,0.010136519548324428,-1.442955151877504,0.131513473124843
ENSMUSG00000067795,4930444P10Rik,0.001929303641628329,-1.2200098608449244,0.6625331735997078,0.0033788398494414757,1.2200098608449244,0.6625331735997078
ENSMUSG00000025921,Rdh10,0.12444008488502722,-0.06800676739987477,0.904012200151845,0.12839591427877609,0.06800676739987477,0.904012200151845
ENSMUSG00000025920,Stau2,0.05884376106966404,0.827295853933431,0.3549530054248821,0.030409558644973283,-0.827295853933431,0.3549530054248821
ENSMUSG00000025939,Ube2w,0.09453587843978813,1.2394217577923725,0.1028145453278056,0.03716723834385623,-1.2394217577923725,0.1028145453278056
ENSMUSG00000025940,Tmem70,0.04244468011582324,0.6868807347635935,0.5253048011012588,0.02365187894609033,-0.6868807347635935,0.5253048011012588
ENSMUSG00000025779,Ly96,0.057879109248849876,-0.9616978652535337,0.10200527138142303,0.1115017150315687,0.9616978652535337,0.10200527138142303
ENSMUSG00000042686,Jph1,0.13215729945154053,1.9816240003247252,0.003325359280837084,0.030409558644973283,-1.9816240003247252,0.003325359280837084
ENSMUSG00000025777,Gdap1,0.0028939554624424937,-2.9748973630083926,0.027932363165591254,0.027030718795531806,2.9748973630083926,0.027932363165591254
ENSMUSG00000067780,Pi15,0.01061117002895581,-0.22000986084492524,0.7699290613862857,0.010136519548324428,0.22000986084492524,0.7699290613862857
ENSMUSG00000025776,Crispld1,0.0009646518208141645,-0.8049723615660795,1,0,0.8049723615660795,1
ENSMUSG00000025774,Crisp4,0.003858607283256658,-2.942475885316016,0.013131426887859956,0.033788398494414756,2.942475885316016,0.013131426887859956
ENSMUSG00000073735,Defb18,0.0009646518208141645,-4.126900456453443,0.004211009795754293,0.030409558644973283,4.126900456453443,0.004211009795754293
ENSMUSG00000067773,Defb41,0.004823259104070823,-3.126900456453444,0.003049481176537154,0.04730375789218066,3.126900456453444,0.003049481176537154
