Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSMUSG00000051951,Xkr4,0.0018809162850190028,-2.0147352806203935,0.08886396631195245,0.009779321401222252,2.0147352806203935,0.08886396631195245
ENSMUSG00000025900,Rp1,0.0009404581425095014,-2.1142709541713085,0.10934023235680734,0.006519547600814835,2.1142709541713085,0.10934023235680734
ENSMUSG00000025902,Sox17,0.11755726781368767,3.1849370642159704,0.000000008216462298320803,0.011409208301425961,-3.1849370642159704,0.000000008216462298320803
ENSMUSG00000025903,Lypla1,0.35455271972608204,1.2941661339707289,0.0000232702429897984,0.14343004721792638,-1.2941661339707289,0.0000232702429897984
ENSMUSG00000033813,Tcea1,0.5849649646409099,0.6833905716824514,0.017181663522923094,0.36346477874542704,-0.6833905716824514,0.017181663522923094
ENSMUSG00000002459,Rgs20,0.04043970012790856,0.9666490412122588,0.09026270945206527,0.019558642802444504,-0.9666490412122588,0.09026270945206527
ENSMUSG00000033793,Atp6v1h,0.32539851730828745,1.7884679981667424,0.000000019963505504084948,0.0929035533116114,-1.7884679981667424,0.000000019963505504084948
ENSMUSG00000025905,Oprk1,0.0009404581425095014,-2.1142709541713085,0.10934023235680734,0.006519547600814835,2.1142709541713085,0.10934023235680734
ENSMUSG00000033774,Npbwr1,0.009404581425095013,0.3451606644659879,0.853435223135818,0.006519547600814835,-0.3451606644659879,0.853435223135818
ENSMUSG00000025907,Rb1cc1,0.19561529364197627,1.1870958182337374,0.0007923918934827075,0.08475411881059286,-1.1870958182337374,0.0007923918934827075
ENSMUSG00000033740,St18,0.0018809162850190028,-2.377305360005102,0.029324582998604975,0.01303909520162967,2.377305360005102,0.029324582998604975
ENSMUSG00000051285,Pcmtd1,0.21818628906220433,-0.10806580464460058,0.7503722804680799,0.23470371362933407,0.10806580464460058,0.7503722804680799
