Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSMUSG00000051951,Xkr4,0.0024165693894340067,-6.104687443871962,0.002727891565921424,0.18131994060964796,6.104687443871962,0.002727891565921424
ENSMUSG00000025900,Rp1,0.0024165693894340067,-4.9347624424296495,0.07062798429642998,0.06799497772861798,4.9347624424296495,0.07062798429642998
ENSMUSG00000025902,Sox17,0.08651318414173745,0.9721281531788697,1,0.022664992576205995,-0.9721281531788697,1
ENSMUSG00000025903,Lypla1,0.23537385853087225,0.4110123944120816,1,0.15865494803344196,-0.4110123944120816,1
ENSMUSG00000033813,Tcea1,0.48234725013102775,0.05229850186285301,0.9315779698922696,0.45329985152411983,-0.05229850186285301,0.9315779698922696
ENSMUSG00000002459,Rgs20,0.03866511023094411,-2.17987494026618,0.16761810702571686,0.15865494803344196,2.17987494026618,0.16761810702571686
ENSMUSG00000033793,Atp6v1h,0.17930944869600332,0.6975057730698642,1,0.09065997030482398,-0.6975057730698642,1
ENSMUSG00000025905,Oprk1,0.0019332555115472055,-5.519724943150804,0.02799091614058748,0.09065997030482398,5.519724943150804,0.02799091614058748
ENSMUSG00000033774,Npbwr1,0.004833138778868013,-2.0602933245135073,1,0,2.0602933245135073,1
ENSMUSG00000025907,Rb1cc1,0.15562706867955003,1.230702910821964,1,0.04532998515241199,-1.230702910821964,1
ENSMUSG00000033740,St18,0.004833138778868013,-3.6452558252346634,0.20354474440921985,0.04532998515241199,3.6452558252346634,0.20354474440921985
ENSMUSG00000051285,Pcmtd1,0.18365927359698453,1.0539222443425174,1,0.06799497772861798,-1.0539222443425174,1
ENSMUSG00000025909,Sntg1,0.0024165693894340067,-4.9347624424296495,0.06696403885334067,0.06799497772861798,4.9347624424296495,0.06696403885334067
ENSMUSG00000061024,Rrs1,0.18704247074219213,2.0801878990363227,1,0.022664992576205995,-2.0801878990363227,1
ENSMUSG00000025911,Adhfe1,0.02126581062701926,-2.0278718468211303,0.3670503387959964,0.06799497772861798,2.0278718468211303,0.3670503387959964
ENSMUSG00000067879,Vxn,0.0033831971452076095,-5.689649944593118,0.005018267068949911,0.18131994060964796,5.689649944593118,0.005018267068949911
ENSMUSG00000025912,Mybl1,0.01788261348181165,-3.4417224311495316,0.05070893965392064,0.18131994060964796,3.4417224311495316,0.05070893965392064
ENSMUSG00000045210,Vcpip1,0.11067887803607751,-1.259197392927586,0.3517770784749468,0.2493149183382659,1.259197392927586,0.3517770784749468
ENSMUSG00000025915,Sgk3,0.15901026582475766,0.26163477037385485,1,0.11332496288102996,-0.26163477037385485,1
ENSMUSG00000046101,Mcmdc2,0.008699649801962424,-3.5937255245945816,0.10002308861433364,0.09065997030482398,3.5937255245945816,0.10002308861433364
ENSMUSG00000099032,Tcf24,0.006283080412528418,-2.712370021093201,0.536974823737639,0.022664992576205995,2.712370021093201,0.536974823737639
ENSMUSG00000025916,Ppp1r42,0.008216335924075623,-4.349799941708492,0.024525359273423197,0.15865494803344196,4.349799941708492,0.024525359273423197
ENSMUSG00000025917,Cops5,0.5408282293553307,1.287629978906799,1,0.20398493318585392,-1.287629978906799,1
ENSMUSG00000056763,Cspp1,0.22425763933947584,0.5340070407869848,1,0.13598995545723597,-0.5340070407869848,1
ENSMUSG00000067851,Arfgef1,0.39583406598929033,0.2528645607461226,1,0.3173098960668839,-0.2528645607461226,1
ENSMUSG00000042501,Cpa6,0.004833138778868013,-3.0602933245135073,0.43786281655850307,0.022664992576205995,3.0602933245135073,0.43786281655850307
ENSMUSG00000048960,Prex2,0.0686305706599258,1.6401463936275844,1,0,-1.6401463936275844,1
ENSMUSG00000057715,A830018L16Rik,0.0024165693894340067,-5.5197249431508055,0.01734228050365541,0.11332496288102996,5.5197249431508055,0.01734228050365541
ENSMUSG00000016918,Sulf1,0.16142683521419166,-0.4536357526930326,0.719781262251723,0.20398493318585392,0.4536357526930326,0.719781262251723
ENSMUSG00000025938,Slco5a1,0.05026464330022734,-0.3904419262058383,0.9630846745410504,0.04532998515241199,0.3904419262058383,0.9630846745410504
ENSMUSG00000042414,Prdm14,0.0009666277557736027,-4.9347624424296495,0.21395156522119144,0.022664992576205995,4.9347624424296495,0.21395156522119144
ENSMUSG00000005886,Ncoa2,0.1048791115014359,0.2484593816261218,1,0.06799497772861798,-0.2484593816261218,1
ENSMUSG00000025935,Tram1,0.8588487610048461,1.0283871522353796,1,0.40796986637170785,-1.0283871522353796,1
ENSMUSG00000025937,Lactb2,0.0352819130857365,0.6897284224781446,1,0,-0.6897284224781446,1
ENSMUSG00000067813,Xkr9,0.004349824900981212,-3.197796848263443,0.4810827014098131,0.022664992576205995,3.197796848263443,0.4810827014098131
ENSMUSG00000025932,Eya1,0.027065577161660876,-2.0087630238734255,0.2704510514462041,0.09065997030482398,2.0087630238734255,0.2704510514462041
