Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSMUSG00000051951,Xkr4,0.007855438332231533,-0.8558625163362947,0.49112457115833513,0.004799249397394242,-1.211121375125762,0.26356118933596107,0.11231312900366218,4.113750877237884,0.0016667914796296111
ENSMUSG00000025900,Rp1,0.005891578749173649,-0.3439634778048619,0.9101345531530746,0.001599749799131414,-1.6705529937630592,0.3192513029389822,0.06417893085923554,4.020641472846403,0.02500534459318414
ENSMUSG00000025902,Sox17,0.021602455413636715,-1.597382794761935,0.002031351245712807,0.06718949156351939,1.4602558774128673,0.0047782643270716,0.06417893085923554,0.998273659817948,0.46528903684832895
ENSMUSG00000025903,Lypla1,0.201295607263433,-0.10867406245397326,0.8101077331278784,0.22076547228013513,0.14626846515326575,0.6974610149615531,0.17649205986289773,-0.14258887602190118,1
ENSMUSG00000033813,Tcea1,0.43106717848120535,-0.06112059089088828,0.8910263496623176,0.44633019395766454,0.041644695254204445,0.9177056431946421,0.4813419814442665,0.16306172790661777,0.7874433023618479
ENSMUSG00000002459,Rgs20,0.015710876664463067,-1.286247979948575,0.05371760443785141,0.030395246183496868,0.4669505299868755,0.5793237935446701,0.12835786171847108,2.69871337795904,0.012405792549618025
ENSMUSG00000033793,Atp6v1h,0.13354245164793604,-0.14074915815227929,0.7730101977309323,0.15037648111835292,0.18880923176287334,0.6548573039452956,0.11231312900366218,-0.1530356634570169,1
ENSMUSG00000025905,Oprk1,0.0029457893745868245,-1.5663558991413105,0.3011123486530726,0.004799249397394242,-0.2111213751257619,1,0.06417893085923554,4.213286550788799,0.014271692526754332
ENSMUSG00000033774,Npbwr1,0.0019638595830578833,-3.0688562396704935,0.0031288437991674255,0.019196997589576967,1.681963420957726,0.11039647993722224,0.06417893085923554,3.1137508772378846,0.07010466431241993
ENSMUSG00000025907,Rb1cc1,0.1158677154004151,-0.8008211527783335,0.009165783768606854,0.21916572248100372,0.9785398443778122,0.0010011312646214128,0.03208946542961777,-1.7163241213198037,0.18617765850839071
ENSMUSG00000033740,St18,0.008837368123760474,-0.4143528056962609,0.8260107590898936,0.004799249397394242,-1.1180119707342806,0.3401247613955181,0.08022366357404442,3.5832361605391045,0.01730776753712124
ENSMUSG00000051285,Pcmtd1,0.11979543456653087,-0.5663558991413105,0.08888795063633813,0.18717072649837543,0.6715216742360792,0.0360252135274372,0.08022366357404442,-0.623214716928322,0.7448272617089211
ENSMUSG00000025909,Sntg1,0.006873508540702591,-0.8882839940286731,0.4949651676182124,0.00799874899565707,-0.2111213751257619,0.9170659899977128,0.06417893085923554,3.3202017547053106,0.052585472153568846
ENSMUSG00000061024,Rrs1,0.16103648581074642,0.49618556692740245,0.1740222511517746,0.11998123493485606,-0.3555112844609374,0.3623578835874008,0.048134198144426654,-1.208177217649478,0.3991562394082439
ENSMUSG00000025911,Adhfe1,0.007855438332231533,-2.203785819756602,0.0018203252973536766,0.036794245380022524,1.6734014074543015,0.018503896694174658,0.06417893085923554,2.0206414728464033,0.1835936645358061
ENSMUSG00000067879,Vxn,0.01276508728987624,-0.9289259785260189,0.3222142575637492,0.011198248593919899,-0.796083875846918,0.4239758539381963,0.16044732714808885,3.7658275738175773,0.0007560186729614382
ENSMUSG00000025912,Mybl1,0.01865666603904989,-1.2888219236124012,0.04770998080923077,0.027195746585234038,-0.1704793906284161,0.9079511205301789,0.24067099072213324,3.4892600123300905,0.0003200535387935578
ENSMUSG00000045210,Vcpip1,0.2317354308008302,0.7677984980793116,0.013448551218143685,0.12638023413138172,-0.8607368341891717,0.006368772241120073,0.22462625800732436,0.30182322539045625,0.7612015251578282
ENSMUSG00000025915,Sgk3,0.26315718412975636,1.0456748447780164,0.0003669569059319078,0.11678173533659322,-1.1463262523286948,0.0001460501988888633,0.22462625800732436,0.1877514586816611,0.8315762525577721
ENSMUSG00000046101,Mcmdc2,0.01865666603904989,-0.05178272631155245,1,0.001599749799131414,-3.211121375125762,0.0012606115754807347,0.19253679257770662,4.006835673321373,0.00019362315118556786
ENSMUSG00000099032,Tcf24,0.015710876664463067,-0.06385555861212655,1,0.006398999196525656,-1.4741557809595562,0.18589359069121678,0.11231312900366218,3.3063959551802804,0.016829310575311902
ENSMUSG00000025916,Ppp1r42,0.01276508728987624,-0.7590009770837058,0.4433244246171786,0.006398999196525656,-1.5330494700131245,0.10910656844754936,0.17649205986289773,4.113750877237884,0.0001545708811533
ENSMUSG00000025917,Cops5,0.32207297162149284,-0.6597393457106296,0.01062580757377254,0.5231181843159723,0.6869990108550241,0.007284674169208701,0.36902885244060435,-0.07387612593788706,1
ENSMUSG00000056763,Cspp1,0.2268257818431855,0.21480949893543055,0.5982182321435846,0.19516947549403252,-0.19934420734940872,0.6066598626561095,0.19253679257770662,-0.06845245398286481,1
ENSMUSG00000067851,Arfgef1,0.29163314808409563,-0.43994451959900127,0.14116704583526515,0.3871394513898022,0.3561391238619349,0.23660245746497338,0.4813419814442665,0.5760940912950847,0.41157010964853724
