Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSMUSG00000051951,Xkr4,0.007593101285221808,-2.445873813180567,0.000326722228097572,0.021140283413290863,0.10863254214902529,0.8789000210905931,0.4708384720108912,5.252199339685845,0.000009804605569770086
ENSMUSG00000025900,Rp1,0.007593101285221808,-2.6682662345170147,0.000019120941441671494,0.03831676368658969,1.2972941061729237,0.045214830019580696,0.2973716665331944,4.080513880379094,0.0009129956136434694
ENSMUSG00000025902,Sox17,0.1297730037837909,1.794440516153144,0.00000010616116161901983,0.03435296054659766,-1.8547089872721259,0.00000014889988611902713,0.0743429166332986,-0.010566682733374133,1
ENSMUSG00000025903,Lypla1,0.5163308873950829,0.5846227875873186,0.00814822366923783,0.34485087317930724,-0.56485817467031,0.01900425962736626,0.32215263874429395,-0.43515848872546714,0.9505901515710093
ENSMUSG00000033813,Tcea1,0.7551684369120597,0.32891324642060665,0.1314035239892011,0.5853215970054908,-0.3736013363541531,0.11329384105008301,0.8921149995995833,0.36023974452320906,0.5294325593257878
ENSMUSG00000002459,Rgs20,0.0869755238125407,0.48391718453803056,0.24432957280308307,0.047565637679904446,-0.9444636400304556,0.030566521180258474,0.32215263874429395,2.1962529346826125,0.022861840729527728
ENSMUSG00000033793,Atp6v1h,0.4500638216331471,0.6698489066718325,0.0029294219101784636,0.28539382607942665,-0.6337701630771768,0.009570490540440195,0.22302874989989582,-0.7036581050709521,0.7873882546353728
ENSMUSG00000025905,Oprk1,0.0027611277400806573,-2.931300640350809,0.0007062519125266058,0.018497747986629506,1.4228249882567825,0.12174352148729149,0.1486858332665972,4.297053575470105,0.008541496779139538
ENSMUSG00000033774,Npbwr1,0.02277930385566542,-0.09537656609643363,0.9301064743495172,0.018497747986629506,-0.4031456119681689,0.5707118315328797,0.12390486105549768,2.737626166856086,0.04683233435654654
ENSMUSG00000025907,Rb1cc1,0.2781836198131262,0.5118979514301358,0.03483711767540741,0.19686888928627116,-0.47529539772400375,0.07524993954402144,0.1486858332665972,-0.5661545813210167,0.8856318726727767
ENSMUSG00000033740,St18,0.00483197354514115,-3.352764408789085,0.00000013475795787396036,0.03831676368658969,1.3586946508370668,0.03352594841686184,0.37171458316649303,4.528172801227137,0.00005349070391939239
ENSMUSG00000051285,Pcmtd1,0.3458312494451023,0.06623812213290803,0.8233959667815894,0.3342807314726618,-0.03594930194227275,0.9360461305917038,0.24780972211099536,-0.36327504871905814,1
ENSMUSG00000025909,Sntg1,0.0013805638700403286,-3.9198050015129793,0.000004903834439012062,0.022461551126621543,1.8233629178405115,0.02502956872870146,0.17346680547769674,4.415698071968723,0.0021646621727054063
ENSMUSG00000061024,Rrs1,0.21950965533641226,0.5738582519436175,0.025661538074189316,0.15458832245968945,-0.4594035531174665,0.10114561260209096,0,-3.0305581579208405,0.0746284122121915
ENSMUSG00000025911,Adhfe1,0.037275224491088874,0.5985203061778863,0.26120011806208615,0.019819015699960186,-0.9072770380762796,0.10961780486427346,0.09912388884439814,1.9302712447984818,0.17389525625600777
ENSMUSG00000067879,Vxn,0.00483197354514115,-3.07036467808836,0.000001574134986512929,0.030389157406605617,1.1680110892279574,0.0798784208643547,0.32215263874429395,4.590784778526815,0.00004659594760523151
ENSMUSG00000025912,Mybl1,0.03244325094594772,-1.2301451221251294,0.004905481575274141,0.05152944081989648,0.16801108922795738,0.7501741057255354,0.5451813886441897,3.818244627064371,0.000041279786947463156
ENSMUSG00000045210,Vcpip1,0.2885378488384287,-0.609536497397356,0.008069416921052612,0.4214844005524866,0.48031048291754286,0.0550165707856876,0.7929911107551851,1.2545432801541434,0.0710556379925436
ENSMUSG00000025915,Sgk3,0.3078657430189933,-0.5881617517924049,0.00720172593515255,0.461122431952407,0.5592983834082286,0.0176798428420775,0.4956194442219907,0.49331896909119743,0.4891031427363428
ENSMUSG00000046101,Mcmdc2,0.018637612245544437,-2.375484485289169,0.000000017777758474265766,0.07663352737317938,1.2432992165321948,0.004692056046379234,0.5204004164330902,3.7707930307912854,0.000017061174557183396
ENSMUSG00000099032,Tcf24,0.006212537415181478,-1.9313006403508082,0.010897830048750418,0.022461551126621543,1.4448512945867815,0.07272238680387216,0.0743429166332986,2.9827386646926177,0.11526389755074282
ENSMUSG00000025916,Ppp1r42,0.007593101285221808,-2.8906586558534624,0.0000004229806323662798,0.042280566826581725,1.2124052085864117,0.03853939972855525,0.39649555537759257,4.365657389469128,0.00003461229033829843
ENSMUSG00000025917,Cops5,0.9940059864290366,0.7554263611503372,0.00028668155716321986,0.6038193449921203,-0.6902491882503358,0.0020026615907786103,0.2973716665331944,-1.4521983920239314,0.32960767774597577
ENSMUSG00000056763,Cspp1,0.3382381481598805,-0.2744789236428,0.2236633277001133,0.40695045570584915,0.25530719311424077,0.2889070151357242,0.44605749979979165,0.34350198737169446,0.6079860681250507
