Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSMUSG00000025909,Sntg1,0.0016799690374578818,-1.5897172320507957,0.3930514767931632,0.004534956373849288,0.4806114328090425,0.9837929832230117,0.04921935016175626,4.415779459604469,0.13878103932835134
ENSMUSG00000061024,Rrs1,0.2074761761260484,0.43712438016784505,0.44372154681234466,0.1598572121781874,-0.32383775807315107,0.7446421997068997,0,-2.965454464045275,0.9475469689724332
ENSMUSG00000025911,Adhfe1,0.021839597486952463,-0.07186892718817717,0.9941073927951042,0.020407303682321794,-0.17835164935589098,1,0.07382902524263439,2.1463187846112426,0.33918969248015113
ENSMUSG00000067879,Vxn,0.0033599380749157635,-1.6303592165481424,0.313127680385209,0.003401217280386966,-1.2198282853320501,0.615066446807898,0.19687740064702505,5.808096882383229,0.0047915054460201
ENSMUSG00000025912,Mybl1,0.02015962844949458,-0.18290023957692103,0.8963443458420518,0.014738608215010185,-0.7564277644918072,0.6605149228933285,0.19687740064702505,3.560169368939644,0.0467793494640194
ENSMUSG00000045210,Vcpip1,0.11171794099094913,-0.05612312242004425,0.9615851840849177,0.10883895297238291,-0.09938481501876462,1,0.27070642588965943,1.377644330717698,0.3156796719259788
ENSMUSG00000025915,Sgk3,0.19151647027019852,0.7304119909814486,0.17154525527273146,0.11564138753315685,-0.6970741846620196,0.2652741019190113,0.09843870032351253,-0.41058743097893835,1
ENSMUSG00000046101,Mcmdc2,0.00923982970601835,-0.3673248107143481,0.8113757949403653,0.007936173654236253,-0.5193885671909575,0.9165055622164319,0.09843870032351253,3.712172462384694,0.09294843448840201
ENSMUSG00000099032,Tcf24,0.00839984518728941,0.7701787130355866,0.7057888833279661,0.003401217280386966,-1.1043510679121145,0.6281947470336888,0.02460967508087813,2.8308169588833128,0.508969347587843
ENSMUSG00000025916,Ppp1r42,0.004199922593644705,-2.1042904048805546,0.08648471533019578,0.013604869121547864,0.4806114328090416,0.873765384166743,0.17226772556614692,4.468246879498604,0.022882352451431418
ENSMUSG00000025917,Cops5,0.5157504944995697,-0.11131083255832686,0.8552256711955558,0.5725382421984726,0.17820278864110395,0.8736694736759956,0.2214870757279032,-1.1691830411166868,1
ENSMUSG00000056763,Cspp1,0.2687950459932611,0.7206999370828762,0.1686082848606113,0.16325842945857436,-0.6926263026741062,0.25463702946557887,0.14765805048526878,-0.4155601029968725,1
ENSMUSG00000067851,Arfgef1,0.40823247610226526,0.11750965551926584,0.8788712754425115,0.3786688572164156,-0.09715556650791024,0.9894133965642407,0.3199257760514157,-0.23571160877928343,0.9855537505203015
ENSMUSG00000042501,Cpa6,0.0033599380749157635,-1.0453967158269863,0.5804003651553358,0.006802434560773932,0.7030038541454893,0.8277336280259705,0.02460967508087813,3.17874026230362,0.4133370513545389
ENSMUSG00000048960,Prex2,0.08399845187289409,0.8646219173353487,0.1501026670072737,0.047617041925417526,-0.7513352952406547,0.30319998903519924,0,-1.5216994558374726,1
ENSMUSG00000057715,A830018L16Rik,0.0025199535561868224,-1.367324810714348,0.4465644513884586,0.002267478186924644,-1.1043510679121136,0.808651158012944,0.12304837540439066,5.6381718809409165,0.0164575877914855
ENSMUSG00000016918,Sulf1,0.1621170121146856,-0.005816707852298819,1,0.1598572121781874,-0.034977364871451755,1,0.2214870757279032,0.5720826904831449,0.6679573265998408
ENSMUSG00000025938,Slco5a1,0.010919798743476232,-3.114558740334382,0.000000010327675295446563,0.1031702575050713,3.004173388866055,0.00000001873446769108749,0.04921935016175626,0.5088888639959506,0.9238389973448714
ENSMUSG00000042414,Prdm14,0.0008399845187289409,-0.952287311435505,0.7646404248352797,0.001133739093462322,-0.10435106791211268,1,0.02460967508087813,5.05320938021976,0.20218393594666553
ENSMUSG00000005886,Ncoa2,0.11759783262205172,0.4323765387998204,0.4839201933038484,0.0872979101965988,-0.40391134977102183,0.6738576907967977,0.07382902524263439,-0.13001244383600907,1
ENSMUSG00000025935,Tram1,0.9617822739446373,0.44855278487692113,0.39170125603566075,0.7176568461616498,-0.39468491852476906,0.603302408241721,0.41836447637492824,-0.9887539128839302,1
ENSMUSG00000025937,Lactb2,0.030239442674241872,-0.4057989585289832,0.6026650091447452,0.04194834645810591,0.5190855806236776,0.6130384469433807,0,-0.5712814846880327,1
ENSMUSG00000067813,Xkr9,0.005879891631102586,0.6326751892856519,0.731363446111224,0.003401217280386966,-0.5193885671909575,0.8642308946579369,0,2.17874026230362,1
ENSMUSG00000025932,Eya1,0.014279736818391994,-1.6568314279093332,0.014463916485854378,0.04421582464503056,1.3431079090591078,0.06161341297334191,0.09843870032351253,2.127209961663538,0.24521837345091
ENSMUSG00000025930,Msc,0.005039907112373645,0.11810201645589302,1,0.002267478186924644,-1.1043510679121136,0.667085005138752,0.04921935016175626,4.05320938021976,0.14783592788060537
ENSMUSG00000032769,Trpa1,0.005879891631102586,-1.1746797327719518,0.44776049864629375,0.004534956373849288,-1.2849233135539349,0.5739162166058486,0.2214870757279032,5.375137475107123,0.007926014485928896
ENSMUSG00000092083,Kcnb2,0.0025199535561868224,-1.1746797327719518,0.5577231901594627,0.003401217280386966,-0.3267434892485621,1,0.07382902524263439,4.830816958883313,0.07578778056249014
ENSMUSG00000025925,Terf1,0.09491825061637031,1.0393004487482957,0.07140094342564055,0.04534956373849288,-1.0198175577004465,0.1045072788743728,0.04921935016175626,-0.0436521590328276,1
ENSMUSG00000032719,Sbspon,0.031079427192970813,1.710677701286925,0.03143619270951787,0.007936173654236253,-1.8047907860532062,0.02552803800956622,0.02460967508087813,1.1463187846112426,0.9323998431438656
ENSMUSG00000067795,4930444P10Rik,0.0016799690374578818,0.21763769000680888,1,0.001133739093462322,-0.10435106791211268,1,0,3.6381718809409165,1
ENSMUSG00000025921,Rdh10,0.1873165476765538,-0.314857390820213,0.5845287489471753,0.23241651415977602,0.29674724040885625,0.7511310337796501,0.24609675080878132,0.35276966207866867,0.7478085658185188
ENSMUSG00000025920,Stau2,0.05459899371738116,-1.5226030361922591,0.001010470005927846,0.1598572121781874,1.4806114328090425,0.0016738606861714089,0.12304837540439066,0.5296474241627482,0.7643939036478551
ENSMUSG00000025939,Ube2w,0.17219682633943287,0.6326751892856515,0.25170054942737646,0.10997269206584523,-0.6257779117829347,0.35002624658517034,0.12304837540439066,-0.020039601810877272,0.9373097982141311
ENSMUSG00000025940,Tmem70,0.0739186376481468,-0.5920310978890426,0.2981903446973843,0.11110643115930756,0.5553792012110144,0.4478609114687402,0.12304837540439066,0.676239921774437,0.7070343478497982
ENSMUSG00000025779,Ly96,0.1293576158842569,0.369640783451858,0.5671924099264409,0.09410034475737272,-0.4846231490302815,0.576138550839274,0.2214870757279032,1.0652822125203363,0.45363706684671645
ENSMUSG00000042686,Jph1,0.10163812676620185,-2.282077524095837,0.000000009084153526957449,0.5192525048057435,2.38044727088361,0.000000001923380810910583,0.02460967508087813,-2.541737209074017,1
ENSMUSG00000025777,Gdap1,0.0033599380749157635,-0.8527516378845901,0.6771698285472962,0.004534956373849288,-0.004815394361199488,1,0.04921935016175626,4.05320938021976,0.1597253535817948
ENSMUSG00000067780,Pi15,0.024359551043139284,0.8391260667530789,0.4212626789202472,0.012471130028085541,-0.8886223768566772,0.4888209828098608,0.02460967508087813,1.2806198763228336,0.8610883850317317
ENSMUSG00000025776,Crispld1,0.004199922593644705,0.217637690006808,1,0.003401217280386966,-0.10435106791211446,1,0,2.4682468794986043,1
ENSMUSG00000025774,Crisp4,0.004199922593644705,-1.4828020281342837,0.27797646705438833,0.00566869546731161,-0.634865784610894,0.8831451575164333,0.17226772556614692,5.17874026230362,0.009863506722696919
ENSMUSG00000073735,Defb18,0.0025199535561868224,0.047712688564494954,1,0.001133739093462322,-0.8413166620783192,0.9669932806789368,0.02460967508087813,4.316243786053555,0.2399028562211568
ENSMUSG00000067773,Defb41,0.005879891631102586,-1.4547876519646872,0.262594018710033,0.009069912747698576,-0.34946356574864534,0.9724199036939611,0.19687740064702505,4.80809688238323,0.010197593880433967
ENSMUSG00000042596,Tfap2d,0.0016799690374578818,-2.1042904048805546,0.17570479672278563,0.003401217280386966,-0.6893135686332705,0.9112244821399049,0.14765805048526878,5.860564302277364,0.006843799318550185
ENSMUSG00000025927,Tfap2b,0.01763967489330776,1.2847518858653455,0.35558771111908677,0.004534956373849288,-1.7824229730247518,0.27058107258817526,0.04921935016175626,2.5226946635209813,0.35911555475903967
ENSMUSG00000043760,Pkhd1,0.0033599380749157635,-1.2153217172692985,0.48210734621668533,0.004534956373849288,-0.3673854737459079,0.9949422493417632,0.09843870032351253,4.790174974385967,0.04008748359490443
ENSMUSG00000025929,Il17a,0.0016799690374578818,-1.1042904048805546,0.5723304126262527,0.002267478186924644,-0.25635416135716316,1,0.04921935016175626,4.901206286774711,0.1026927829869891
ENSMUSG00000041872,Il17f,0.005879891631102586,0.3107470943982893,0.8944610692260984,0.003401217280386966,-0.6893135686332705,0.7582985854532545,0.02460967508087813,3.17874026230362,0.4831277919642498
ENSMUSG00000041859,Mcm3,0.43931190329523606,1.1038557666020292,0.016749978813371695,0.20974173229052956,-1.0218889077201412,0.03891776854767298,0.07382902524263439,-1.831469936298599,1
ENSMUSG00000025931,Paqr8,0.030239442674241872,0.5202004600272394,0.5577231901594627,0.021541042775784117,-0.406913837932545,0.7944068345000214,0,-0.16918304111668725,1
ENSMUSG00000041809,Efhc1,0.0025199535561868224,-0.3673248107143481,1,0.003401217280386966,0.4806114328090425,0.9441629518795738,0,2.8308169588833128,1
ENSMUSG00000041779,Tram2,0.1066780338785755,-0.12221231287781675,0.8718619637212034,0.11564138753315685,0.1118295244910712,0.9723387392386449,0.12304837540439066,0.3776443307176982,0.8154821528289669
ENSMUSG00000025933,Tmem14a,0.02771948911805505,0.3278206077572303,0.824728623089012,0.018139825495397152,-0.6798532393842045,0.7124928483324519,0.09843870032351253,2.3162437860535547,0.2589646501178616
ENSMUSG00000025934,Gsta3,0.0184796594120367,0.6968055267053677,0.6131026114387933,0.010203651841160897,-0.7824229730247518,0.6922156909528355,0.02460967508087813,1.6381718809409174,0.7414208391012886
ENSMUSG00000041722,Khdc1c,0.0008399845187289409,-2.5372498121566602,0.1316826638754655,0.00566869546731161,0.743645838642836,0.8695590653941325,0.07382902524263439,4.830816958883313,0.042839643464746766
ENSMUSG00000085079,Khdc1b,0.0016799690374578818,-1.9522873114355042,0.2728452044419373,0.004534956373849288,-0.004815394361199488,1,0.09843870032351253,5.152745053770675,0.04309438750507273
ENSMUSG00000028033,Kcnq5,0.021839597486952463,-2.2417939286304893,0.000007946429040915737,0.11110643115930756,2.355080550725183,0.000002879676144881371,0,-1.3276124037211696,1
ENSMUSG00000041670,Rims1,0.005039907112373645,-1.1449323893779004,0.44512043912854854,0.004534956373849288,-1.0048153943611995,0.7486224818308526,0.17226772556614692,5.17874026230362,0.01289968548815082
ENSMUSG00000026158,Ogfrl1,0.16631693470833028,-0.10573962151762428,0.8801951997397326,0.17119460311281062,-0.006170673973210583,1,0.34453545113229384,1.0938513647171069,0.3893791534946651
ENSMUSG00000026156,B3gat2,0.0025199535561868224,0.047712688564494954,1,0,-2.1043510679121136,0.6986034432842597,0.04921935016175626,5.223134381662073,0.10023782095741357
ENSMUSG00000026155,Smap1,0.32339403971064223,0.21390497113047813,0.7365039694237161,0.28230103427211817,-0.1756561019852474,0.9090166961347819,0.19687740064702505,-0.5025158992762986,1
ENSMUSG00000026154,Sdhaf4,0.14027741462773313,0.024992612064412167,1,0.14171738668279024,0.048500420171256664,1,0.04921935016175626,-0.9716224727601741,1
ENSMUSG00000026153,Fam135a,0.08651840542908092,1.0477126885644963,0.10165456981864886,0.036279650990794304,-1.256354161357164,0.05702712244555833,0.14765805048526878,1.358063961748182,0.4043707895951034
ENSMUSG00000026147,Col9a1,0,-3.5372498121566602,0.10063423317309601,0.006802434560773932,1.7030038541454902,0.5684554163099043,0.04921935016175626,4.415779459604469,0.14779562167878535
ENSMUSG00000026141,Col19a1,0.0016799690374578818,-0.782362309993192,0.8175644856704534,0.003401217280386966,0.8956489320878864,0.921138639950643,0,3.0532093802197604,1
ENSMUSG00000073725,Lmbrd1,0.7979852927924939,-0.2684391462038907,0.6127397532727807,0.8684441455921387,-0.0023949901457969713,1,2.977770684786254,1.8232348945016692,0.08741314929919655
ENSMUSG00000033569,Adgrb3,0.0016799690374578818,-2.782362309993192,0.04130178323354626,0.007936173654236253,0.021179814171745193,1,0.19687740064702505,5.486168787495867,0.005480799473001218
ENSMUSG00000073722,4931408C20Rik,0.0016799690374578818,-1.367324810714348,0.46312848600191,0,-2.5193885671909566,0.40313692198184575,0.12304837540439066,6.6381718809409165,0.007860391863655704
ENSMUSG00000048411,Gm597,0,-1.3673248107143472,0.6326328443220287,0.001133739093462322,1.4806114328090434,0.7589884079841015,0,4.6381718809409165,1
ENSMUSG00000048874,Phf3,0.20243626901367476,-0.0030504251173910646,1,0.200671819542831,-0.020935059724476623,1,0.24609675080878132,0.38679706587886287,0.735146545674542
ENSMUSG00000026064,Ptp4a1,1.0197412057369342,-0.544750501039305,0.25945059611344035,1.4489185614448474,0.4460608852658663,0.4871116344781077,2.3379191326834228,0.9394672141705726,0.3659239273164042
ENSMUSG00000117310,Ptp4a1,0.13271755395917265,-0.376369950317355,0.5209076337563118,0.16779338583242365,0.29038901713350196,0.7638459172833854,0.27070642588965943,0.9610395362918942,0.4726193997969234
ENSMUSG00000086727,4931428L18Rik,0.0008399845187289409,0.6326751892856528,1,0,-0.5193885671909566,1,0,4.6381718809409165,1
ENSMUSG00000050217,Lgsn,0.006719876149831527,0.217637690006808,1,0,-3.3267434892485612,0.09280724427954684,0.12304837540439066,5.05320938021976,0.0270551215519051
ENSMUSG00000026063,Pih1d3,0.0008399845187289409,-0.3673248107143472,1,0.001133739093462322,0.4806114328090434,1,0,4.05320938021976,1
ENSMUSG00000091318,Gm5415,0.0008399845187289409,-1.367324810714348,0.6675948966044516,0.001133739093462322,-0.5193885671909566,1,0.04921935016175626,5.6381718809409165,0.08337685124591988
ENSMUSG00000026134,Prim2,0.19487640834511427,0.8530051441652073,0.11368849950454603,0.10543773569199595,-0.8656665234940695,0.13916704281373954,0.14765805048526878,0.09679864876744348,0.8885944980186731
ENSMUSG00000004768,Rab23,0.052079040161194336,0.32455289392332,0.731901109296096,0.03968086827118127,-0.39385768510709873,0.8053796373365782,0.07382902524263439,1.023462036825709,0.6695209244736383
ENSMUSG00000042215,Bag2,0.10331809580365972,-0.9600229602151096,0.04878510381136035,0.20860799319706724,1.0347129698254376,0.03460788354864708,0.04921935016175626,-1.0436521590328276,1
ENSMUSG00000042197,Zfp451,0.1621170121146856,0.3137247941981851,0.6165559362949851,0.13151373484162934,-0.27838046768716307,0.7984998706516843,0.09843870032351253,-0.31602442944595754,1
ENSMUSG00000042182,Bend6,0.007559860668560468,-1.0453967158269863,0.43607217056624614,0.009069912747698576,-0.43692640699898533,0.9344626532009093,0.17226772556614692,4.468246879498604,0.027370417934386833
ENSMUSG00000026131,Dst,2.3107974110233163,0.42958332390814014,0.4004932222653292,1.7640980294273731,-0.35518545731248297,0.6419355871248253,0.6644612271837096,-1.6272757315456863,1
ENSMUSG00000042111,Ccdc115,0.19991631545748792,0.20262511915178338,0.7601358026846103,0.17799703767358455,-0.1344710562884499,0.9570038818171139,0.07382902524263439,-0.9911847391386925,1
ENSMUSG00000026127,Imp4,0.41915227484574147,0.5431770384465495,0.315436124690588,0.29137094701981675,-0.49684599853986966,0.4864738062602922,0.19687740064702505,-0.7560526076025018,1
ENSMUSG00000026126,Ptpn18,0.7433862990751127,0.9279830509534992,0.0510480621178963,0.40361111727258664,-0.8372698290156184,0.11241841142963438,0.09843870032351253,-2.3183494823922017,1
ENSMUSG00000026125,Prss39,0.0016799690374578818,0.21763769000680888,1,0.001133739093462322,-0.10435106791211268,1,0,3.6381718809409165,1
ENSMUSG00000026124,Cfc1,0.0008399845187289409,-1.367324810714348,0.6681260564354335,0.002267478186924644,0.4806114328090434,0.9525930103583212,0.02460967508087813,4.6381718809409165,0.2092676348397617
ENSMUSG00000037529,Prss40,0,-2.367324810714348,0.2485076919203067,0.003401217280386966,2.4806114328090425,0.30097620880765064,0,3.6381718809409165,1
ENSMUSG00000045174,Amer3,0.0008399845187289409,-0.952287311435505,0.7890538331621935,0.001133739093462322,-0.10435106791211268,1,0.02460967508087813,5.05320938021976,0.19330040705024368
ENSMUSG00000037509,Arhgef4,0.1318775694404437,1.7665309360204424,0.001235807121107817,0.03854712917771895,-1.7029885055303469,0.002760597821316784,0.02460967508087813,-0.9467906197802392,1
ENSMUSG00000118272,Arhgef4,0.026039520080597168,1.4627501878433398,0.0787816432178918,0.009069912747698576,-1.3494635657486453,0.15939922134723944,0,0.31624378605355474,1
ENSMUSG00000037503,Fam168b,0.6627477852771343,0.49683279990563767,0.34373459262944484,0.4625655501326274,-0.5140877833676492,0.4368404403091614,0.6152418770219533,0.11219940629322367,0.8137201634843924
ENSMUSG00000026123,Plekhb2,0.1192778016595096,0.45269652317941667,0.45836598976313897,0.08956538838352344,-0.3673854737459079,0.7148024314918078,0.02460967508087813,-1.1562439854091888,1
ENSMUSG00000045216,Hs6st1,0.2385556033190192,0.5490885590126773,0.3302351512965781,0.16325842945857436,-0.5243548200843073,0.47667802175304946,0.14765805048526878,-0.29930703450102447,1
ENSMUSG00000037470,Uggt1,0.4275521200330309,0.06478620192343709,0.9582782396805837,0.4194834645810591,0.0018663391149107422,1,0.17226772556614692,-1.1431878325837426,1
ENSMUSG00000047180,Neurl3,0.09995815772874396,-1.6050924579377122,0.00019251465480799897,0.29250468611327907,1.3274947190532838,0.0032937592264532757,0.5906322019410751,1.7197856464945693,0.1450423579830012
ENSMUSG00000037447,Arid5a,0.2116760987196931,-0.7766486587987984,0.10471302764778906,0.3707326835621793,0.8102574408572414,0.10679338758577153,0.19687740064702505,-0.37181220763170475,1
ENSMUSG00000010453,Kansl3,0.24611546398757966,0.04444497473058462,0.9941073927951042,0.23355025325323833,-0.09268815038653422,0.9964227111860839,0.34453545113229384,0.5792781918873484,0.6235906644604178
ENSMUSG00000037432,Fer1l5,0.0008399845187289409,-2.367324810714348,0.20723378599820272,0.00566869546731161,1.0655739335301986,0.7412739985067179,0.04921935016175626,4.415779459604469,0.12209056412464721
ENSMUSG00000001143,Lman2l,0.184796594120367,0.3120532918989145,0.6298383246894225,0.1485198212435642,-0.30154293512341956,0.7820211811535663,0.14765805048526878,-0.013904815638776213,0.9171379993436636
ENSMUSG00000037408,Cnnm4,0.0554389782361101,-0.23197295781946226,0.7494733481593222,0.066890606514277,0.3000391871672212,0.7958314340619642,0.02460967508087813,-0.3391080425589994,1
ENSMUSG00000001138,Cnnm3,0.20915614516350628,0.856992487546592,0.11235660500362936,0.11904260481354381,-0.7630116665785307,0.22313525887521662,0.02460967508087813,-1.8335033334511275,1
ENSMUSG00000067653,Ankrd23,0.213356067757151,-3.1068340935340326,0.0000000000000003178357287538528,1.9194202852317113,3.1624354727827875,0.00000000000000005147392914020528,0.2214870757279032,-1.9676779862540625,1
ENSMUSG00000079610,Ankrd39,0.1520371978899383,0.3591101159596888,0.5597510738558973,0.12131008300046846,-0.2880630210845019,0.8018539667043261,0.04921935016175626,-0.9517913008386052,1
ENSMUSG00000026121,Sema4c,0.08903835898526773,0.49149912632495774,0.49186639075366073,0.06235565014042771,-0.49339335865801326,0.6275579953735627,0.07382902524263439,0.2983218780562922,0.8932701554022965
ENSMUSG00000046337,Fam178b,0.015959705855849878,1.632675189285651,0.10933539285434934,0.004534956373849288,-1.5193885671909575,0.1884183722873788,0,1.0532093802197604,1
ENSMUSG00000061518,Cox5b,2.761029113062029,-0.20445777735751625,0.7077003048142587,3.2765059801061107,0.27492593729967485,0.7458340236189217,1.132045053720394,-1.4001634230090831,1
ENSMUSG00000037351,Actr1b,0.25535529369359805,-0.9757462842594933,0.028264435513263575,0.5158512875253565,1.0188806980821568,0.02268853444292925,0.2214870757279032,-0.6097556325026681,1
ENSMUSG00000102416,4933424G06Rik,0.0016799690374578818,-2.869825151243531,0.028895983005005895,0.014738608215010185,1.7030038541454893,0.28938735709417057,0.07382902524263439,3.6381718809409174,0.13037402279815433
ENSMUSG00000026117,Zap70,0.007559860668560468,-0.045396715826986345,1,0.006802434560773932,-0.17146526377065108,0.9916605475875679,0.02460967508087813,2.6381718809409174,0.6040929551612435
ENSMUSG00000026116,Tmem131,0.6375482497152661,0.5550723711616794,0.2823967169920313,0.4410245073568433,-0.5026453033563816,0.45747196360205133,0.27070642588965943,-0.9430287009840399,1
ENSMUSG00000050122,Vwa3b,0.007559860668560468,-1.2933242292705716,0.27322220514788087,0.012471130028085541,-0.021888907720141404,1,0.17226772556614692,4.245854458162157,0.02475739545914353
ENSMUSG00000026114,Cnga3,0.0025199535561868224,0.047712688564494954,1,0.001133739093462322,-0.8413166620783192,1,0.02460967508087813,4.316243786053555,0.22264769065777126
ENSMUSG00000026113,Inpp4a,0.2158760213133378,0.2775802304630903,0.6477341036765702,0.17799703767358455,-0.26545636846441667,0.815907265908625,0.17226772556614692,-0.05879564529336978,0.9747376302733571
ENSMUSG00000026112,Coa5,0.3679132192032761,0.11154430043373131,0.884521638323556,0.3469241625994705,-0.061424743004096394,1,0.19687740064702505,-0.7329997329662941,1
ENSMUSG00000026111,Unc50,0.525830308724317,0.7253244772513265,0.14571174122812208,0.3276505980106111,-0.6409756721585723,0.28109330986151393,0.09843870032351253,-1.8791038122686643,1
ENSMUSG00000026110,Mgat4a,0.1335575384779016,-0.07881971736443605,0.9262257950329531,0.14171738668279024,0.09156914206314282,0.9789080928341591,0.12304837540439066,0.06831627260996953,0.9101963346345973
ENSMUSG00000026090,2010300C02Rik,0.0697187150545021,1.440030111343256,0.04308981640367855,0.020407303682321794,-1.7471944847137704,0.015237307638237376,0.12304837540439066,1.5507090396905778,0.3868590693190484
ENSMUSG00000060771,Tsga10,0.025199535561868228,-0.7350565952148358,0.38469614643677524,0.036279650990794304,0.2770780387239098,0.9075484515470321,0.17226772556614692,2.6608919574410006,0.09820422361815583
ENSMUSG00000037216,Lipt1,0.026879504599326108,1.3551412137567427,0.20069376934929586,0.010203651841160897,-1.2418545916620483,0.30600376413664954,0,0.24585445816215667,1
ENSMUSG00000026088,Mitd1,0.0965982196538282,0.38213172763505465,0.5655734526423621,0.07255930198158861,-0.40391134977102183,0.6826576575159784,0.09843870032351253,0.4682468794986052,0.8172312388058225
ENSMUSG00000061584,Lyg2,0,-2.6892529056017107,0.223628273383173,0,-1.8413166620783192,0.5810622748754014,0.09843870032351253,7.960099975828279,0.0058646333538336535
ENSMUSG00000026085,Lyg1,0.0008399845187289409,-2.6892529056017107,0.13141372085675734,0.007936173654236253,1.4806114328090425,0.5361144120407312,0.04921935016175626,4.05320938021976,0.15309979899445403
ENSMUSG00000026082,Rev1,0.1293576158842569,0.35421074288225185,0.5676282690488463,0.10203651841160898,-0.3153746751693647,0.761815097391764,0.07382902524263439,-0.2984660580616536,1
ENSMUSG00000037138,Aff3,0.10499806484111761,1.4005017471566181,0.012617696198568977,0.03854712917771895,-1.3901055502459916,0.01782273337141418,0.04921935016175626,-0.09879371322528874,1
ENSMUSG00000048814,Lonrf2,0.00839984518728941,0.7701787130355866,0.5610591946431487,0.004534956373849288,-0.6568920909408922,0.804729718269851,0,1.7312812853323987,1
ENSMUSG00000026080,Chst10,0.015119721337120936,0.4211710840919398,0.7716354802469099,0.007936173654236253,-0.9788201858282548,0.5756489404268246,0.07382902524263439,2.9377321627998247,0.20367770337769353
ENSMUSG00000026078,Pdcl3,0.10583804935984654,-0.6360279666348339,0.22975909499286834,0.1643921685520367,0.6043468012312867,0.34718788858472927,0.17226772556614692,0.5507090396905778,0.7076054224873818
ENSMUSG00000026077,Npas2,0.0554389782361101,0.5694813627984576,0.4034773583419408,0.03854712917771895,-0.4561947407037641,0.6630677780033888,0,-1.0200396018108773,1
ENSMUSG00000003134,Tbc1d8,0.1192778016595096,0.06462607150084221,0.9788380538047041,0.1031702575050713,-0.29044736002557237,0.8091734180147969,0.34453545113229384,1.674697756966031,0.19288974940963485
ENSMUSG00000003135,Cnot11,0.2158760213133378,0.1600866674446495,0.8226831570568223,0.1950031240755194,-0.12915445891268673,0.9610213257881516,0.14765805048526878,-0.302666046590939,1
ENSMUSG00000048234,Rnf149,0.8870236517777615,-0.8470859584267348,0.059575377302549165,1.4863319515291042,0.5866810268069138,0.29443483458738295,3.9867673631022575,1.777446669543045,0.09451729161729537
ENSMUSG00000050967,Creg2,0.0033599380749157635,-0.8527516378845901,0.5868119886448252,0.006802434560773932,0.9660382599792836,0.721054338358595,0,2.17874026230362,1
ENSMUSG00000057173,Rfx8,0.0016799690374578818,-0.782362309993192,0.7377146668170357,0.002267478186924644,0.06557393353019947,1,0.02460967508087813,4.316243786053555,0.23058144635722364
